originalTitle,rating,startYear,runtimeMinutes,numVotes,totalImages,totalVideos,totalCredits,titleType,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal,nominations
The Bargain,"(5, 6]",2023,92,3.6375861597263857,2,0,3.044522437723423,movie,False,True,False,2.0794415416798357,37,['US'],Drama,5.5,0.0,0.0
@Elevenish,"(3, 4]",2016,53,2.772588722239781,1,0,3.6109179126442243,tvSeries,True,True,False,0.6931471805599453,15,['GB'],Comedy,3.5,0.6931471805599453,0.0
Independence,"(6, 7]",1976,30,4.61512051684126,17,0,3.828641396489095,short,False,True,False,0.6931471805599453,100,['US'],"Drama,Short",6.5,1.6094379124341003,0.0
Becoming Attractions: The Trailers of Judy Garland,"(7, 8]",1996,81,4.110873864173311,0,0,3.58351893845611,tvMovie,False,True,False,1.0986122886681098,60,['US'],Documentary,7.5,0.6931471805599453,0.0
The Chicken Is Making My Back Hurt,"(7, 8]",2007,40,4.962844630259907,1,0,5.049856007249537,tvEpisode,False,True,False,0.6931471805599453,142,"['US', 'DE']","Crime,Drama",7.5,0.0,0.0
Cricketing Legends: Imran Khan,"(8, 9]",1991,71,2.3978952727983707,1,0,1.0986122886681098,video,False,True,False,0.6931471805599453,10,['GB'],Sport,8.5,0.0,0.0
Peggy Sue,"(6, 7]",1987,87,4.68213122712422,0,0,3.2188758248682006,video,False,True,True,0.6931471805599453,107,['US'],Adult,6.5,0.0,0.0
Nationaal songfestival,"(4, 5]",1993,82,1.791759469228055,0,0,1.9459101490553132,tvSpecial,False,True,False,0.6931471805599453,5,['NL'],Music,4.5,0.0,0.0
Nerd of the Living Dead,"(3, 4]",2011,86,3.4965075614664802,19,2,3.258096538021482,movie,False,True,False,0.6931471805599453,32,['US'],Comedy,3.5,1.3862943611198906,0.0
Tiger Shark Terror,"(6, 7]",2017,42,2.0794415416798357,1,0,3.6375861597263857,tvMovie,False,True,False,0.6931471805599453,7,['US'],Documentary,6.5,0.0,0.0
Deniz kenarinda bir yilan,"(6, 7]",2021,40,4.59511985013459,1,0,4.912654885736052,tvEpisode,False,True,False,0.6931471805599453,98,['TR'],"Drama,History,Romance",6.5,0.0,0.0
Moleman 4: Longplay,"(8, 9]",2017,84,4.844187086458591,2,0,4.189654742026425,movie,False,True,False,0.6931471805599453,126,['HU'],"Animation,Documentary,History",8.5,0.0,0.0
Kabuslar Evi: Hayal-i Cihan,"(6, 7]",2006,75,6.440946540632921,1,0,3.258096538021482,video,False,True,False,1.0986122886681098,629,['TR'],Crime,6.5,0.6931471805599453,0.0
LT. Pickles,"(8, 9]",2018,26,6.602587892189336,56,2,5.3612921657094255,tvEpisode,False,True,False,0.6931471805599453,736,['US'],"Comedy,Drama",8.5,2.0794415416798357,0.0
Quartett im Bett,"(5, 6]",1968,92,4.23410650459726,1,1,3.784189633918261,movie,False,True,False,1.0986122886681098,68,['XWG'],Comedy,5.5,0.6931471805599453,0.6931471805599453
Episode #1.1,"(6, 7]",2014,40,1.9459101490553132,7,0,4.5217885770490405,tvEpisode,False,True,False,2.0794415416798357,6,['UA'],"Comedy,Romance",6.5,0.0,0.0
A Tenor's Loving Care,"(6, 7]",1967,30,4.204692619390966,1,0,3.6888794541139363,tvEpisode,False,True,False,0.6931471805599453,66,['US'],"Comedy,Drama,Romance",6.5,0.6931471805599453,0.0
The Nearlyweds,"(7, 8]",1989,30,4.356708826689592,0,0,2.6390573296152584,tvEpisode,False,True,False,0.6931471805599453,77,['US'],Comedy,7.5,0.0,0.0
Il corsaro,"(4, 5]",1923,30,2.4849066497880004,0,0,2.772588722239781,short,False,True,False,2.1972245773362196,11,['IT'],Short,4.5,0.0,0.0
Light Lunch,"(7, 8]",1997,60,4.330733340286331,2,0,5.976350909297934,tvSeries,True,True,False,0.6931471805599453,75,['GB'],"Music,Talk-Show",7.5,0.6931471805599453,0.0
I douleia tis,"(6, 7]",2018,89,6.6293632534374485,19,0,4.394449154672439,movie,False,True,False,2.5649493574615367,756,"['GR', 'FR', 'RS']",Drama,6.5,3.4657359027997265,4.30406509320417
Herzog Blaubarts Burg,"(7, 8]",1963,81,5.342334251964811,7,0,2.772588722239781,tvMovie,False,True,False,2.0794415416798357,208,['XWG'],"Drama,Musical",7.5,2.4849066497880004,0.0
Brian Stelter,"(7, 8]",2018,21,2.70805020110221,0,0,4.2626798770413155,tvEpisode,False,True,False,0.6931471805599453,14,['US'],"Comedy,News,Talk-Show",7.5,0.0,0.0
Pogledi: Kako ste vi to zamislili,"(9, 10]",2016,45,3.6888794541139363,6,0,2.772588722239781,tvMovie,False,True,False,0.6931471805599453,39,['HR'],Documentary,9.5,0.0,0.0
Harlem Nights,"(6, 7]",1989,116,10.140573455973044,82,1,5.62040086571715,movie,False,True,False,3.4965075614664802,25356,['US'],"Comedy,Crime,Drama",6.5,4.867534450455582,1.6094379124341003
To avrio mas anikei,"(5, 6]",2021,45,2.772588722239781,2,0,3.4339872044851463,tvSeries,True,True,False,0.6931471805599453,15,['GR'],"Crime,Drama,Mystery",5.5,0.0,0.0
Hello Actors Studio,"(7, 8]",1988,165,3.5263605246161616,5,0,3.828641396489095,tvSeries,True,True,False,0.6931471805599453,33,"['FR', 'US']",Documentary,7.5,0.6931471805599453,0.0
The Ghost and Mr. Chicken,"(7, 8]",1966,90,8.951440100949855,63,1,4.624972813284271,movie,False,True,False,2.4849066497880004,7723,['US'],"Comedy,Family,Mystery",7.5,4.762173934797756,0.6931471805599453
On the Ledge,"(8, 9]",2006,40,5.942799375126701,3,0,4.897839799950911,tvEpisode,False,True,False,0.6931471805599453,380,['US'],"Comedy,Crime,Drama",8.5,0.6931471805599453,0.0
The Quarantine,"(6, 7]",1957,26,2.6390573296152584,0,0,3.5263605246161616,tvEpisode,False,True,False,0.6931471805599453,13,['US'],"Adventure,Western",6.5,0.6931471805599453,0.0
City Hall,"(4, 5]",1898,13,3.6635616461296463,0,0,0.6931471805599453,short,False,True,False,0.6931471805599453,38,['US'],"Documentary,Short",4.5,0.0,0.0
Oviedo Express,"(4, 5]",2007,109,5.541263545158426,1,0,4.430816798843313,movie,False,True,False,1.0986122886681098,254,['ES'],"Comedy,Romance",4.5,1.3862943611198906,2.833213344056216
Dulce ilusión,"(7, 8]",1993,60,2.1972245773362196,1,0,3.970291913552122,tvSeries,True,True,False,1.0986122886681098,8,['VE'],"Drama,Romance",7.5,0.0,0.0
Lone Star,"(6, 7]",1983,60,2.772588722239781,0,0,3.2188758248682006,tvMovie,False,True,False,1.0986122886681098,15,['US'],Western,6.5,0.0,0.0
Sochi 2014: Mountains of Money,"(6, 7]",2014,40,1.791759469228055,0,0,2.4849066497880004,tvEpisode,False,True,False,0.6931471805599453,5,['US'],Documentary,6.5,0.0,0.0
Shruti Haasan and Akshay Kumar,"(7, 8]",2015,40,2.5649493574615367,12,0,3.1780538303479458,tvEpisode,False,True,False,0.6931471805599453,12,['IN'],"Comedy,Talk-Show",7.5,0.0,0.0
14 Up in America,"(8, 9]",1998,90,3.970291913552122,0,0,3.4339872044851463,tvMovie,False,True,False,1.0986122886681098,52,['US'],"Biography,Documentary",8.5,1.6094379124341003,0.0
Secret Dreams,"(3, 4]",1986,71,2.1972245773362196,0,0,3.1354942159291497,video,False,True,True,1.0986122886681098,8,['US'],Adult,3.5,0.0,0.0
Episode #3.2,"(7, 8]",2019,40,3.970291913552122,0,0,1.3862943611198906,tvEpisode,False,True,False,2.0794415416798357,52,['UA'],Comedy,7.5,1.6094379124341003,0.0
91.1,"(6, 7]",2016,108,5.641907070938114,26,0,4.110873864173311,movie,False,True,False,0.6931471805599453,281,['TR'],"Comedy,Drama",6.5,0.0,0.0
Ghost,"(6, 7]",2023,85,4.477336814478207,5,0,3.871201010907891,movie,False,True,False,1.791759469228055,87,['US'],"Action,Horror",6.5,2.5649493574615367,2.1972245773362196
Hold Back the Night,"(6, 7]",1999,92,5.3981627015177525,22,0,4.382026634673881,movie,False,True,False,1.3862943611198906,220,['GB'],Drama,6.5,1.9459101490553132,0.0
Without Mercy,"(7, 8]",1996,43,3.2188758248682006,0,0,4.553876891600541,tvEpisode,False,True,False,0.6931471805599453,24,['US'],"Crime,Drama,Music",7.5,0.0,0.0
Affective,"(8, 9]",2020,13,2.302585092994046,30,1,3.5553480614894135,short,False,True,False,0.6931471805599453,9,['US'],"Drama,Short",8.5,0.0,3.4339872044851463
The Revenge of the Flower Pots,"(9, 10]",2001,13,1.791759469228055,0,0,0.6931471805599453,short,False,True,False,0.6931471805599453,5,['CH'],"Drama,Short",9.5,0.0,0.6931471805599453
Famous Crimes,"(7, 8]",1975,24,2.6390573296152584,3,0,2.8903717578961645,tvEpisode,False,True,False,0.6931471805599453,13,['GB'],Comedy,7.5,1.0986122886681098,0.0
Tenshi no harawata: Akai kyôshitsu,"(5, 6]",1979,79,5.910796644040527,17,0,3.4339872044851463,movie,False,True,False,2.1972245773362196,368,['JP'],"Drama,Horror,Thriller",5.5,3.1780538303479458,1.6094379124341003
Camélia,"(7, 8]",2023,45,1.9459101490553132,0,0,3.9318256327243257,tvEpisode,False,True,False,0.6931471805599453,6,['FR'],Crime,7.5,0.0,0.0
Weak But Willing,"(6, 7]",1929,18,3.7612001156935624,4,0,2.833213344056216,short,False,True,False,0.6931471805599453,42,['US'],"Comedy,Short",6.5,1.791759469228055,0.0
Le savant et le chimpanze,"(5, 6]",1900,13,5.983936280687191,2,0,1.0986122886681098,short,False,True,False,1.3862943611198906,396,['FR'],"Comedy,Short",5.5,1.791759469228055,0.0
Hamlet,"(6, 7]",1964,92,2.833213344056216,0,0,3.258096538021482,movie,False,True,False,1.0986122886681098,16,['US'],Drama,6.5,0.0,0.0
Where Do You Go When You Have Nowhere to Go?,"(7, 8]",1976,50,4.770684624465665,1,0,4.007333185232471,tvEpisode,False,True,False,0.6931471805599453,117,['US'],"Action,Crime,Drama",7.5,1.3862943611198906,0.0
Le train en marche,"(6, 7]",1971,32,4.962844630259907,1,0,1.9459101490553132,short,False,True,False,1.9459101490553132,142,['FR'],"Documentary,Short",6.5,1.0986122886681098,0.6931471805599453
The Second Coming of Suzanne,"(4, 5]",1974,90,6.672032945461067,6,0,3.6888794541139363,movie,False,True,False,1.791759469228055,789,['US'],Drama,4.5,2.8903717578961645,0.0
Águilas no cazan moscas,"(6, 7]",1994,110,4.343805421853684,1,0,5.288267030694535,movie,False,True,False,1.6094379124341003,76,"['CO', 'CU', 'IT']",Comedy,6.5,0.6931471805599453,1.0986122886681098
A Serious Flanders,"(8, 9]",2021,22,7.3938782901077555,10,4,5.53338948872752,tvEpisode,False,True,False,0.6931471805599453,1628,['US'],"Animation,Comedy",8.5,3.332204510175204,0.0
We're All Gonna Die!,"(9, 10]",2007,74,2.0794415416798357,0,0,3.6109179126442243,video,False,True,False,0.6931471805599453,7,['US'],"Comedy,Horror,Mystery",9.5,0.0,0.0
Prvi gradjanin male varosi,"(7, 8]",1961,90,4.07753744390572,2,0,3.9889840465642745,movie,False,True,False,1.0986122886681098,58,['XYU'],Drama,7.5,0.0,0.0
Dishwasher and Cleaning,"(7, 8]",1975,55,3.044522437723423,1,0,0.6931471805599453,tvEpisode,False,True,False,0.6931471805599453,20,['US'],"Adventure,Animation,Family",7.5,0.0,0.0
Uralin perhonen,"(5, 6]",2008,27,4.532599493153256,3,0,2.70805020110221,short,False,True,False,1.0986122886681098,92,"['FI', 'CZ']","Animation,Drama,Fantasy",5.5,0.0,1.0986122886681098
Jaloux comme un tigre,"(4, 5]",1964,86,3.4339872044851463,2,0,3.970291913552122,movie,False,True,False,0.6931471805599453,30,['FR'],Comedy,4.5,1.0986122886681098,0.0
Sweet My Home,"(5, 6]",2023,113,4.624972813284271,13,0,2.6390573296152584,movie,False,True,False,1.3862943611198906,101,['JP'],"Drama,Horror,Mystery",5.5,1.6094379124341003,0.0
Il lusso della giovinezza,"(7, 8]",2022,110,2.302585092994046,1,0,4.1588830833596715,tvEpisode,False,True,False,0.6931471805599453,9,['IT'],"Comedy,Crime,Drama",7.5,0.6931471805599453,0.0
Joy Ride: An Auto Theft,"(4, 5]",1976,13,5.043425116919247,1,0,2.6390573296152584,short,False,True,False,0.6931471805599453,154,['US'],"Drama,Short",4.5,1.6094379124341003,0.0
Sport Slants #1,"(6, 7]",1931,13,3.58351893845611,0,0,2.833213344056216,short,False,True,False,0.6931471805599453,35,['US'],"Documentary,Short,Sport",6.5,1.0986122886681098,0.0
Teenage Anal Princess 7,"(5, 6]",2007,175,1.9459101490553132,0,0,2.4849066497880004,video,False,True,True,0.6931471805599453,6,['US'],Adult,5.5,1.6094379124341003,0.0
First Wave,"(9, 10]",2023,40,4.04305126783455,15,0,4.23410650459726,tvEpisode,False,True,False,0.6931471805599453,56,['JP'],"Action,Adventure,Comedy",9.5,0.0,0.0
"Race for Your Life, Charlie Brown","(7, 8]",1977,76,8.292798858200374,121,1,4.2626798770413155,movie,False,True,False,2.995732273553991,3996,['US'],"Adventure,Animation,Comedy",7.5,3.8918202981106265,0.0
Deadly Dinosaurs with Steve Backshall,"(7, 8]",2018,29,3.4657359027997265,5,0,3.970291913552122,tvSeries,True,True,False,1.3862943611198906,31,['GB'],"Adventure,Documentary,Family",7.5,0.6931471805599453,0.0
Paní Le Murie,"(6, 7]",1993,39,4.406719247264253,1,0,1.9459101490553132,short,False,True,False,1.0986122886681098,82,['CZ'],"Documentary,Short",6.5,0.0,0.0
Chapter Thirty-Seven,"(7, 8]",2016,41,5.730099782973574,1,0,5.241747015059643,tvEpisode,False,True,False,0.6931471805599453,307,['US'],Comedy,7.5,0.6931471805599453,0.0
Newark Athlete,"(4, 5]",1891,1,7.5251007461258,9,0,1.791759469228055,short,False,True,False,1.791759469228055,1855,['US'],"Documentary,Short,Sport",4.5,2.70805020110221,0.6931471805599453
Sometimes Santa's Gotta Get Whacked,"(8, 9]",1998,25,3.044522437723423,1,0,2.995732273553991,short,False,True,False,0.6931471805599453,20,['US'],"Comedy,Short",8.5,0.0,0.0
"Lightning Incarnate Shura, the Mysterious Female Pirate","(7, 8]",1996,23,4.948759890378168,1,0,3.5263605246161616,tvEpisode,False,True,False,0.6931471805599453,140,['JP'],"Action,Adventure,Animation",7.5,0.6931471805599453,0.0
Masterchef's Top Amateur Cooks,"(3, 4]",2012,53,2.3978952727983707,0,0,0.6931471805599453,tvSeries,True,True,False,0.6931471805599453,10,['US'],Reality-TV,3.5,0.0,0.0
Lend Me Your Ears,"(6, 7]",1988,22,2.70805020110221,0,0,1.9459101490553132,tvEpisode,False,True,False,0.6931471805599453,14,['JP'],"Action,Adventure,Animation",6.5,0.0,0.0
Joanna,"(8, 9]",1985,30,2.302585092994046,1,0,3.828641396489095,tvMovie,False,True,False,0.6931471805599453,9,['US'],Comedy,8.5,0.0,0.0
Tô de Graça,"(7, 8]",2017,53,4.465908118654584,59,0,5.170483995038151,tvSeries,True,True,False,0.6931471805599453,87,['BR'],Comedy,7.5,0.0,0.6931471805599453
Shaky Shivers,"(4, 5]",2022,82,5.802118375377063,4,0,4.59511985013459,movie,False,True,False,1.791759469228055,330,['US'],"Comedy,Horror",4.5,3.332204510175204,0.0
È l'amor che mi rovina,"(5, 6]",1951,101,3.332204510175204,1,0,3.5263605246161616,movie,False,True,False,1.6094379124341003,27,['IT'],"Comedy,Crime",5.5,0.0,0.0
Annemin Zamani,"(5, 6]",2022,92,3.044522437723423,1,0,3.4011973816621555,movie,False,True,False,0.6931471805599453,20,['TR'],Drama,5.5,0.0,0.0
Episode #2.4,"(8, 9]",2013,47,6.3473892096560105,1,0,4.68213122712422,tvEpisode,False,True,False,2.0794415416798357,570,['GB'],"Crime,Drama,Thriller",8.5,0.6931471805599453,0.0
Force Grey,"(6, 7]",2016,30,2.3978952727983707,2,0,2.6390573296152584,tvSeries,True,True,False,1.0986122886681098,10,['US'],Adventure,6.5,0.0,0.0
Reform School,"(6, 7]",1939,58,4.477336814478207,20,0,3.6888794541139363,movie,False,True,False,0.6931471805599453,87,['US'],Drama,6.5,1.9459101490553132,0.0
Group C: Italy vs. Romania,"(7, 8]",2008,90,2.6390573296152584,0,0,3.5263605246161616,tvEpisode,False,True,False,0.6931471805599453,13,['CH'],Sport,7.5,0.0,0.0
Television's Greatest Performances I,"(7, 8]",1995,82,3.4339872044851463,0,0,2.5649493574615367,tvSpecial,False,True,False,0.6931471805599453,30,['US'],"Comedy,Music",7.5,0.0,0.6931471805599453
George & Paul,"(8, 9]",2016,130,2.0794415416798357,35,0,3.4657359027997265,tvSeries,True,True,False,0.6931471805599453,7,"['NL', 'BE']",Animation,8.5,0.0,0.0
Shannon Amen,"(7, 8]",2019,15,4.48863636973214,4,0,3.828641396489095,short,False,True,False,0.6931471805599453,88,['CA'],"Animation,Documentary,Short",7.5,1.3862943611198906,1.0986122886681098
In Her Shoes,"(6, 7]",2005,130,11.092123343851826,135,12,6.255750041753367,movie,False,True,False,3.7376696182833684,65662,"['GB', 'DE', 'US']","Comedy,Drama,Romance",6.5,5.777652323222656,2.1972245773362196
Verdenshistorien 2. del: En plads i himlen,"(7, 8]",1994,26,2.5649493574615367,9,0,2.772588722239781,short,False,True,False,0.6931471805599453,12,['DK'],"Animation,History,Short",7.5,0.0,0.0
Bernd im Bademantel,"(9, 10]",1996,30,1.9459101490553132,0,0,3.295836866004329,tvSeries,True,True,False,0.6931471805599453,6,['DE'],Talk-Show,9.5,0.0,0.0
A Nice Girl Like You,"(5, 6]",2020,94,8.97335141383992,126,1,5.1298987149230735,movie,False,True,False,3.332204510175204,7894,['US'],"Comedy,Romance",5.5,4.330733340286331,0.0
Snide and Prejudice,"(5, 6]",2009,21,2.4849066497880004,1,0,4.9344739331306915,tvEpisode,False,True,False,0.6931471805599453,11,['US'],"Animation,Comedy,Family",5.5,0.0,0.0
Episode #1.11621,"(4, 5]",2011,40,2.70805020110221,0,0,4.174387269895637,tvEpisode,False,True,False,2.0794415416798357,14,['US'],"Drama,Romance",4.5,0.0,0.0
Attenti a noi due,"(3, 4]",1994,88,3.091042453358316,3,0,3.8501476017100584,movie,False,True,False,0.6931471805599453,21,['IT'],Comedy,3.5,0.0,0.0
Murder in Swingtime,"(5, 6]",1937,10,3.044522437723423,1,0,1.9459101490553132,short,False,True,False,0.6931471805599453,20,['US'],"Music,Musical,Short",5.5,1.0986122886681098,0.0
ExPatriot,"(4, 5]",2017,97,5.968707559985366,15,1,3.8918202981106265,movie,False,True,False,2.3978952727983707,390,['US'],"Crime,Drama,Thriller",4.5,2.772588722239781,0.0
Co to bouchlo?,"(7, 8]",1970,13,3.1354942159291497,0,0,2.772588722239781,short,False,True,False,1.0986122886681098,22,['CSHH'],"Animation,Comedy,Family",7.5,0.0,0.0
Rebellion,"(8, 9]",2012,64,3.4657359027997265,4,0,3.5553480614894135,tvEpisode,False,True,False,0.6931471805599453,31,['KR'],"Drama,Fantasy,Romance",8.5,0.0,0.0
Doctor I'm Coming,"(4, 5]",1970,62,2.833213344056216,0,0,2.833213344056216,movie,False,True,True,1.0986122886681098,16,['US'],"Adult,Comedy",4.5,0.6931471805599453,0.0
Invaders from Mars: The Martians Are Coming! - The Making of 'Invaders from Mars',"(6, 7]",2015,71,3.332204510175204,2,0,1.791759469228055,video,False,True,False,0.6931471805599453,27,['US'],"Documentary,Short",6.5,0.6931471805599453,0.0
Elementary Phrases,"(6, 7]",1994,38,3.7612001156935624,1,0,1.0986122886681098,short,False,True,False,1.0986122886681098,42,['US'],Short,6.5,0.0,0.0
Jing cha pa shou liang jia qin,"(5, 6]",1990,90,3.091042453358316,3,0,3.6109179126442243,movie,False,True,False,0.6931471805599453,21,['HK'],"Comedy,Crime",5.5,0.6931471805599453,0.0
Teresa,"(8, 9]",1989,53,4.736198448394496,3,0,4.02535169073515,tvSeries,True,True,False,1.791759469228055,113,['MX'],"Drama,Romance",8.5,0.6931471805599453,2.0794415416798357
Formula E,"(6, 7]",2024,59,3.332204510175204,1,0,4.736198448394496,tvEpisode,False,True,False,0.6931471805599453,27,['GB'],"Documentary,Game-Show,Reality-TV",6.5,0.0,0.0
Day of the Outlaw,"(7, 8]",1959,92,8.416930769477844,44,0,3.912023005428146,movie,False,True,False,3.295836866004329,4527,['US'],"Drama,Western",7.5,4.574710978503383,0.0
Call to Arms,"(6, 7]",1987,30,2.772588722239781,1,0,6.035481432524756,tvEpisode,False,True,False,0.6931471805599453,15,['US'],"Action,Adventure,Animation",6.5,0.6931471805599453,0.0
Ongaku,"(7, 8]",2019,92,6.862757913051401,27,1,3.2188758248682006,movie,False,True,False,2.4849066497880004,956,['JP'],"Animation,Comedy,Drama",7.5,3.367295829986474,2.0794415416798357
Friday the Thirteenth,"(6, 7]",1933,89,6.023447592961033,7,0,3.871201010907891,movie,False,True,False,1.9459101490553132,412,['GB'],"Comedy,Drama",6.5,3.4011973816621555,0.0
Les bonnes femmes,"(7, 8]",1960,100,8.082402253926244,45,0,4.060443010546419,movie,False,True,False,3.1780538303479458,3237,"['FR', 'IT']","Drama,Mystery,Romance",7.5,3.9889840465642745,0.6931471805599453
The Wavy Tube Man Chronicles,"(6, 7]",2011,40,2.4849066497880004,1,0,3.1780538303479458,videoGame,False,True,False,1.3862943611198906,11,['US'],"Comedy,Sci-Fi,Western",6.5,0.0,0.0
Hame Chiz Anjast,"(2, 3]",2014,53,3.295836866004329,1,0,4.060443010546419,tvSeries,True,True,False,1.6094379124341003,26,['IR'],Drama,2.5,0.0,0.6931471805599453
Kill'em All,"(4, 5]",2017,96,8.12296471523406,27,1,4.867534450455582,movie,False,True,False,3.258096538021482,3391,['US'],"Action,Crime,Mystery",4.5,4.219507705176107,0.0
Good Chemistry,"(2, 3]",2008,88,5.081404364984463,4,0,3.6375861597263857,movie,False,True,False,0.6931471805599453,160,['US'],"Drama,Thriller",2.5,1.6094379124341003,0.0
Visitor from the Grave,"(5, 6]",1980,48,6.2878585601617845,28,0,3.713572066704308,tvEpisode,False,True,False,0.6931471805599453,537,['GB'],"Drama,Fantasy,Horror",5.5,3.295836866004329,0.0
Sense of Duty,"(7, 8]",1967,60,4.653960350157523,3,0,4.04305126783455,tvEpisode,False,True,False,0.6931471805599453,104,['US'],Western,7.5,1.0986122886681098,0.0
Boating on the Lake,"(4, 5]",1897,13,3.295836866004329,0,0,1.0986122886681098,short,False,True,False,0.6931471805599453,26,['US'],Short,4.5,0.0,0.0
A Chip Off the Old Block,"(7, 8]",1983,60,2.70805020110221,7,0,3.8066624897703196,tvEpisode,False,True,False,0.6931471805599453,14,['US'],Adventure,7.5,0.0,0.0
Race Around the World,"(8, 9]",1997,30,3.7612001156935624,2,0,3.5263605246161616,tvSeries,True,True,False,1.0986122886681098,42,['AU'],Documentary,8.5,0.6931471805599453,0.0
Billy the Kid's Gun Justice,"(5, 6]",1940,57,4.700480365792417,5,0,3.6888794541139363,movie,False,True,False,1.3862943611198906,109,['US'],Western,5.5,1.9459101490553132,0.0
The Neighbors,"(6, 7]",1985,40,3.7612001156935624,1,0,3.6375861597263857,tvEpisode,False,True,False,0.6931471805599453,42,['US'],"Comedy,Family,Sci-Fi",6.5,0.0,0.0
Baby Barney,"(7, 8]",1962,30,5.308267697401205,3,0,3.6888794541139363,tvEpisode,False,True,False,0.6931471805599453,200,['US'],"Adventure,Animation,Comedy",7.5,0.6931471805599453,0.0
Fort Dolorès,"(6, 7]",1939,93,2.302585092994046,1,0,3.6635616461296463,movie,False,True,False,1.0986122886681098,9,['FR'],Western,6.5,1.0986122886681098,0.0
Spanish Road Trip In Budget Convertibles,"(8, 9]",2013,62,6.059123195581797,1,0,4.02535169073515,tvEpisode,False,True,False,0.6931471805599453,427,['GB'],"Adventure,Sport,Talk-Show",8.5,0.0,0.0
Das Amt in Berlin,"(6, 7]",1999,90,2.8903717578961645,0,0,3.332204510175204,tvEpisode,False,True,False,0.6931471805599453,17,['DE'],Comedy,6.5,0.0,0.0
Hobson's Choice,"(5, 6]",1920,92,3.5553480614894135,1,0,2.8903717578961645,movie,False,True,False,0.6931471805599453,34,['GB'],"Comedy,Drama,Romance",5.5,1.0986122886681098,0.0
Interrupted Lullaby,"(6, 7]",1960,6,4.1588830833596715,1,0,2.3978952727983707,tvEpisode,False,True,False,0.6931471805599453,63,['US'],"Adventure,Animation,Comedy",6.5,0.0,0.0
Dar Jostojooie Aramesh,"(5, 6]",2016,53,4.219507705176107,9,0,3.044522437723423,tvSeries,True,True,False,1.791759469228055,67,['IR'],Drama,5.5,0.0,0.6931471805599453
The Prince and Kage,"(9, 10]",2021,23,7.138073034044347,16,0,3.912023005428146,tvEpisode,False,True,False,0.6931471805599453,1260,['JP'],"Action,Adventure,Animation",9.5,1.3862943611198906,0.0
Blues for Judy,"(8, 9]",1989,40,2.5649493574615367,0,0,4.3694478524670215,tvEpisode,False,True,False,0.6931471805599453,12,['AU'],Drama,8.5,0.0,0.0
Kandid Kreatures/Fakin' It,"(7, 8]",1998,24,3.970291913552122,1,0,4.127134385045092,tvEpisode,False,True,False,0.6931471805599453,52,['US'],"Adventure,Animation,Comedy",7.5,0.0,0.0
The Dark Horse,"(7, 8]",2014,124,8.80086724247048,15,29,5.272999558563747,movie,False,True,False,2.9444389791664403,6643,['NZ'],"Biography,Drama",7.5,4.820281565605037,3.7612001156935624
"It's Dental Flossophy, Charlie Brown","(5, 6]",1979,6,3.4965075614664802,1,0,2.3978952727983707,short,False,True,False,0.6931471805599453,32,['US'],"Animation,Short",5.5,1.0986122886681098,0.0
Reipu hantâ: Nerawareta onna,"(4, 5]",1980,71,4.02535169073515,13,0,3.1354942159291497,movie,False,True,False,2.0794415416798357,55,['JP'],"Action,Crime,Drama",4.5,0.0,0.0
Molchaniye doktora Ivensa,"(6, 7]",1974,90,5.220355825078324,28,0,4.060443010546419,movie,False,True,False,2.0794415416798357,185,['SUHH'],Sci-Fi,6.5,1.791759469228055,0.0
The Bottom Dweller Part Deux,"(6, 7]",1994,112,4.718498871295094,0,0,3.2188758248682006,video,False,True,True,1.0986122886681098,111,['US'],Adult,6.5,1.3862943611198906,0.0
Maegwon,"(4, 5]",1980,95,4.812184355372417,19,0,3.4965075614664802,movie,False,True,False,2.6390573296152584,122,"['KR', 'HK']","Action,Drama",4.5,2.5649493574615367,0.0
Effective Persuaders,"(8, 9]",1990,25,3.713572066704308,1,0,2.8903717578961645,tvEpisode,False,True,False,0.6931471805599453,40,['GB'],"Crime,Drama",8.5,1.0986122886681098,0.0
'Chichi' to 'Haha',"(7, 8]",2007,21,6.6039438246004725,13,0,3.713572066704308,tvEpisode,False,True,False,0.6931471805599453,740,['JP'],"Action,Adventure,Animation",7.5,1.0986122886681098,0.0
An Introduction to David Lynch,"(6, 7]",2001,22,3.1780538303479458,0,0,3.4657359027997265,video,False,True,False,1.0986122886681098,23,['US'],"Documentary,Short",6.5,0.0,0.0
The Front Man,"(7, 8]",1952,30,2.4849066497880004,0,0,3.2188758248682006,tvEpisode,False,True,False,0.6931471805599453,11,['US'],"Crime,Drama",7.5,0.6931471805599453,0.0
The Big Punch,"(1, 2]",1961,5,2.4849066497880004,0,0,3.091042453358316,tvEpisode,False,True,False,0.6931471805599453,11,['US'],"Adventure,Animation,Comedy",1.5,0.0,0.0
Turkish Chat,"(5, 6]",2006,13,2.0794415416798357,3,0,3.258096538021482,video,False,True,False,0.6931471805599453,7,['TR'],"Action,Comedy,Musical",5.5,0.0,0.0
The Emperor's New Clothes,"(5, 6]",1991,50,3.6635616461296463,7,0,3.4657359027997265,movie,False,True,False,1.9459101490553132,38,['AU'],"Adventure,Animation,Comedy",5.5,0.6931471805599453,0.0
Super Machi,"(4, 5]",2022,132,7.489970898834801,8,0,3.5553480614894135,movie,False,True,False,1.6094379124341003,1789,['IN'],"Action,Family,Romance",4.5,3.1354942159291497,0.0
