originalTitle,rating,startYear,runtimeMinutes,numVotes,totalImages,totalVideos,totalCredits,titleType,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal,nominations
Asses in Public,"(3, 4]",2007,53,2.302585092994046,0,0,4.02535169073515,tvSeries,True,True,True,0.6931471805599453,9,['CA'],Adult,3.5,0.0,0.0
Madonna Live: The Virgin Tour,"(8, 9]",1985,50,6.20455776256869,16,0,3.6888794541139363,video,False,True,False,0.6931471805599453,494,['US'],"Documentary,Music",8.5,1.6094379124341003,0.0
"Baby Talk/My Friend, the Executrix/Programmed for Love","(7, 8]",1982,60,4.3694478524670215,14,0,4.276666119016055,tvEpisode,False,True,False,0.6931471805599453,78,['US'],"Comedy,Drama,Romance",7.5,0.6931471805599453,0.0
The Mission Begins,"(8, 9]",2017,59,5.908082938168931,4,0,4.844187086458591,tvEpisode,False,True,False,0.6931471805599453,368,['US'],"Biography,Documentary,History",8.5,2.3978952727983707,0.0
Strange Bedfellows,"(6, 7]",1965,92,7.049254841255837,108,0,4.382026634673881,movie,False,True,False,3.2188758248682006,1152,['US'],"Comedy,Romance",6.5,3.044522437723423,0.0
Sleepy Haven,"(6, 7]",1993,15,3.2188758248682006,3,0,2.6390573296152584,short,False,True,False,0.6931471805599453,24,['DE'],Short,6.5,0.0,0.6931471805599453
Eat Your Carrots,"(6, 7]",2022,3,2.8903717578961645,0,0,1.3862943611198906,short,False,True,False,0.6931471805599453,17,['CA'],"Animation,Short",6.5,0.0,0.0
One Hell of a Guy,"(4, 5]",1998,97,5.793013608384144,11,0,4.31748811353631,movie,False,True,False,2.302585092994046,327,['US'],"Comedy,Fantasy,Romance",4.5,2.302585092994046,0.0
Two in the Dark,"(6, 7]",1936,74,5.736572297479192,3,0,3.784189633918261,movie,False,True,False,2.302585092994046,309,['US'],"Crime,Drama,Film-Noir",6.5,2.5649493574615367,0.0
Akka Bhagunavaa,"(5, 6]",1996,92,2.4849066497880004,1,0,1.791759469228055,movie,False,True,False,0.6931471805599453,11,['IN'],Comedy,5.5,0.0,0.0
Scarlet Samurai: Incarnation,"(5, 6]",2013,89,4.007333185232471,1,0,4.844187086458591,movie,False,True,False,0.6931471805599453,54,"['US', 'CA']","Action,Adventure,Fantasy",5.5,1.3862943611198906,0.0
Ôoku emaki,"(5, 6]",1968,96,2.833213344056216,1,0,2.833213344056216,movie,False,True,False,1.6094379124341003,16,['JP'],Drama,5.5,0.6931471805599453,0.0
Honda: Grrr,"(5, 6]",2004,1,1.9459101490553132,1,0,1.3862943611198906,short,False,True,False,0.6931471805599453,6,['GB'],"Animation,Short",5.5,0.0,2.0794415416798357
Affaire in Rio de Janeiro,"(2, 3]",1972,90,2.5649493574615367,0,0,3.1780538303479458,movie,False,True,True,0.6931471805599453,12,['US'],Adult,2.5,0.0,0.0
"Love, Loot and Crash","(5, 6]",1915,11,5.087596335232384,2,0,2.3978952727983707,short,False,True,False,1.0986122886681098,161,['US'],"Comedy,Short",5.5,1.9459101490553132,0.0
Middle Age,"(7, 8]",1979,30,4.605170185988092,5,0,4.060443010546419,tvEpisode,False,True,False,0.6931471805599453,99,['US'],"Comedy,Drama",7.5,0.6931471805599453,0.0
Na boykom meste,"(5, 6]",1998,100,3.4657359027997265,4,0,2.995732273553991,movie,False,True,False,1.0986122886681098,31,['RU'],Musical,5.5,0.6931471805599453,1.6094379124341003
South West Pacific,"(8, 9]",1943,34,2.70805020110221,10,0,3.1354942159291497,short,False,True,False,0.6931471805599453,14,['AU'],Short,8.5,0.6931471805599453,0.0
Cado dalle nubi,"(6, 7]",2009,95,8.726967774991493,8,1,4.499809670330265,movie,False,True,False,1.6094379124341003,6172,['IT'],Comedy,6.5,2.70805020110221,1.6094379124341003
'Di puwedeng hindi puwede!,"(4, 5]",1999,108,4.983606621708336,1,0,5.231108616854587,movie,False,True,False,1.3862943611198906,145,['PH'],"Action,Comedy",4.5,0.0,0.0
Episode #10.9,"(5, 6]",2004,40,3.4965075614664802,40,0,4.634728988229636,tvEpisode,False,True,False,2.0794415416798357,32,['US'],Comedy,5.5,0.0,0.0
Casper and Friends,"(6, 7]",1990,53,5.049856007249537,53,0,2.1972245773362196,tvSeries,True,True,False,1.791759469228055,155,['US'],"Animation,Comedy,Family",6.5,1.3862943611198906,0.0
Auf der Ferdinands-Brücke in Wien,"(3, 4]",1897,13,2.833213344056216,0,0,0.6931471805599453,short,False,True,False,0.6931471805599453,17,['DE'],"Documentary,Short",3.5,0.0,0.0
Psy-Warriors,"(7, 8]",1981,73,4.61512051684126,2,0,3.1354942159291497,tvEpisode,False,True,False,0.6931471805599453,100,['GB'],"Comedy,Drama",7.5,1.791759469228055,0.0
Law and Disorder,"(6, 7]",1973,26,5.2574953720277815,58,0,3.7612001156935624,tvEpisode,False,True,False,0.6931471805599453,191,['US'],"Comedy,Family",6.5,1.3862943611198906,0.0
Narc,"(7, 8]",1985,40,2.6390573296152584,0,0,2.5649493574615367,tvEpisode,False,True,False,0.6931471805599453,13,['US'],"Drama,Family",7.5,0.0,0.0
Niezwykla podróz Baltazara Kobera,"(6, 7]",1988,92,5.676753802268282,1,0,4.248495242049359,movie,False,True,False,1.6094379124341003,291,"['PL', 'FR']","Drama,Fantasy",6.5,1.9459101490553132,1.0986122886681098
Saaransh,"(8, 9]",1984,92,7.62608275807238,3,1,4.406719247264253,movie,False,True,False,1.6094379124341003,2051,['IN'],Drama,8.5,2.995732273553991,2.302585092994046
Shootout in a One Dog Town,"(7, 8]",1974,78,4.532599493153256,1,0,3.367295829986474,tvMovie,False,True,False,2.0794415416798357,92,['US'],"Drama,Western",7.5,1.6094379124341003,0.0
Heat,"(7, 8]",1995,25,3.6635616461296463,0,0,3.4011973816621555,tvEpisode,False,True,False,0.6931471805599453,38,['GB'],"Crime,Drama",7.5,0.6931471805599453,0.0
110 Percent Solution,"(6, 7]",2007,40,3.7612001156935624,1,0,4.442651256490317,tvEpisode,False,True,False,0.6931471805599453,42,['US'],"Comedy,Romance",6.5,0.0,0.0
Bloodied But Unbowed: Uncut,"(6, 7]",2011,75,3.367295829986474,1,0,4.564348191467836,movie,False,True,False,1.0986122886681098,28,['CA'],"Documentary,History,Music",6.5,1.0986122886681098,0.0
A Counter Fancy,"(6, 7]",1994,92,2.3978952727983707,1,0,2.772588722239781,movie,False,True,False,0.6931471805599453,10,['US'],Drama,6.5,0.0,0.0
Casamorati,"(7, 8]",2017,6,2.0794415416798357,6,0,3.1354942159291497,short,False,True,False,0.6931471805599453,7,['IT'],"Drama,Fantasy,History",7.5,0.0,0.6931471805599453
Immaan Dharam,"(5, 6]",1977,156,5.438079308923196,3,0,4.820281565605037,movie,False,True,False,1.6094379124341003,229,['IN'],"Action,Drama",5.5,1.3862943611198906,0.0
"Goryl, czyli ostatnie zadanie","(5, 6]",1989,70,3.332204510175204,8,0,2.995732273553991,tvMovie,False,True,False,0.6931471805599453,27,['PL'],Drama,5.5,0.6931471805599453,0.0
SP Bhayankar,"(2, 3]",1983,13,2.302585092994046,0,0,2.5649493574615367,short,False,True,False,0.6931471805599453,9,['IN'],Short,2.5,0.0,0.0
La mujer policía,"(5, 6]",1987,87,2.9444389791664403,1,0,4.110873864173311,movie,False,True,False,1.0986122886681098,18,['MX'],"Comedy,Crime,Drama",5.5,0.0,0.0
Aliki My Love,"(4, 5]",1963,100,4.990432586778736,37,0,2.70805020110221,movie,False,True,False,1.3862943611198906,146,"['GB', 'GR']","Comedy,Romance",4.5,0.0,0.0
Civil Hands Unclean,"(7, 8]",2017,44,5.327876168789581,2,5,5.4116460518550396,tvEpisode,False,True,False,0.6931471805599453,205,['US'],"Drama,Music",7.5,1.3862943611198906,0.0
Hard Rain,"(8, 9]",1976,81,4.31748811353631,5,0,3.6375861597263857,tvMovie,False,True,False,0.6931471805599453,74,['US'],"Documentary,Music",8.5,1.3862943611198906,0.0
Die Nächte der Kreolin,"(6, 7]",1998,40,2.302585092994046,0,0,2.8903717578961645,tvEpisode,False,True,False,0.6931471805599453,9,['DE'],"Drama,Family",6.5,0.0,0.0
"Two Guys, a Girl and a Vacation","(7, 8]",1998,22,5.983936280687191,0,0,4.2626798770413155,tvEpisode,False,True,False,0.6931471805599453,397,['US'],"Comedy,Romance",7.5,0.0,0.0
A Good Thing Going,"(6, 7]",1978,72,2.6390573296152584,1,0,3.828641396489095,tvMovie,False,True,False,1.0986122886681098,13,['AU'],Drama,6.5,0.0,1.6094379124341003
Vigor,"(7, 8]",2020,80,2.772588722239781,4,0,3.7612001156935624,movie,False,True,False,0.6931471805599453,15,['US'],Comedy,7.5,0.0,0.0
Junk Drawer Magical Adventures,"(8, 9]",2018,22,3.4339872044851463,14,0,4.820281565605037,tvSeries,True,True,False,1.0986122886681098,30,['US'],"Adventure,Fantasy",8.5,1.9459101490553132,0.0
Starting Place/Point de départ,"(7, 8]",1994,80,3.713572066704308,1,0,2.6390573296152584,movie,False,True,False,1.0986122886681098,40,['FR'],Documentary,7.5,0.0,0.0
Up North,"(7, 8]",2012,40,2.70805020110221,1,0,3.9318256327243257,tvEpisode,False,True,False,0.6931471805599453,14,['US'],Comedy,7.5,0.0,0.0
Coyote,"(6, 7]",2007,94,5.0106352940962555,1,1,4.007333185232471,movie,False,True,False,1.0986122886681098,149,"['US', 'MX']","Comedy,Crime,Drama",6.5,2.70805020110221,1.791759469228055
Darna,"(7, 8]",1991,103,4.454347296253507,16,0,4.812184355372417,movie,False,True,False,1.0986122886681098,85,['PH'],"Action,Adventure,Family",7.5,1.791759469228055,1.791759469228055
The Eyes of Texas,"(5, 6]",1999,40,2.70805020110221,0,0,4.189654742026425,tvEpisode,False,True,False,0.6931471805599453,14,['US'],"Action,Sport",5.5,0.6931471805599453,0.0
Narayana,"(5, 6]",1920,61,3.1354942159291497,2,0,2.3978952727983707,movie,False,True,False,1.0986122886681098,22,['FR'],Fantasy,5.5,0.6931471805599453,0.0
So Shall Ye Reap,"(7, 8]",1987,48,4.672828834461906,1,0,4.23410650459726,tvEpisode,False,True,False,0.6931471805599453,106,['US'],"Drama,Romance",7.5,0.0,0.0
One Last Dance,"(8, 9]",1991,27,4.454347296253507,2,0,4.189654742026425,tvEpisode,False,True,False,0.6931471805599453,85,['CA'],"Drama,Family,Romance",8.5,0.6931471805599453,0.0
Hâremu Barentain Dei...,"(5, 6]",1982,50,3.332204510175204,3,0,2.772588722239781,movie,False,True,False,1.6094379124341003,27,['JP'],"Sci-Fi,Thriller",5.5,0.6931471805599453,1.0986122886681098
The Stork Exchange,"(6, 7]",1927,7,3.258096538021482,1,0,2.5649493574615367,short,False,True,False,0.6931471805599453,25,['US'],"Animation,Comedy,Short",6.5,1.0986122886681098,0.0
Guts,"(8, 9]",2010,45,9.883947890661512,18,0,5.572154032177765,tvEpisode,False,True,False,0.6931471805599453,19627,['US'],"Drama,Horror,Thriller",8.5,4.276666119016055,0.0
Wind Vane,"(5, 6]",1972,8,4.23410650459726,1,0,0.6931471805599453,short,False,True,False,0.6931471805599453,68,['GB'],Short,5.5,0.0,0.0
The Long Good Friday,"(7, 8]",1980,114,10.185880663054299,101,2,4.804021044733257,movie,False,True,False,3.6109179126442243,26535,['GB'],"Crime,Drama,Mystery",7.5,5.641907070938114,1.6094379124341003
The Blue Drum,"(8, 9]",2022,17,1.9459101490553132,12,0,2.833213344056216,short,False,True,False,0.6931471805599453,6,['US'],"Horror,Short",8.5,1.0986122886681098,0.0
Jenny,"(6, 7]",1936,105,5.655991810819852,2,0,3.6375861597263857,movie,False,True,False,2.9444389791664403,285,['FR'],Drama,6.5,1.6094379124341003,0.0
"The Ballad of Beta Ray Bill! (Six Against Infinity, Part 1)","(6, 7]",2011,23,3.6635616461296463,1,0,4.110873864173311,tvEpisode,False,True,False,0.6931471805599453,38,['US'],"Action,Animation,Comedy",6.5,0.0,0.0
Chambre jaune,"(6, 7]",2002,8,5.556828061699537,2,0,2.3978952727983707,short,False,True,False,0.6931471805599453,258,['BE'],"Fantasy,Horror,Short",6.5,1.0986122886681098,0.0
Spunky Skunky,"(5, 6]",1952,13,3.6888794541139363,1,0,2.772588722239781,short,False,True,False,0.6931471805599453,39,['US'],"Animation,Short",5.5,1.0986122886681098,0.0
The Itinerant Teacher,"(6, 7]",2023,92,2.0794415416798357,4,0,1.6094379124341003,movie,False,True,False,0.6931471805599453,7,['AT'],Animation,6.5,0.0,0.0
Wheel Inside the Wheel,"(8, 9]",2014,42,7.203405521083095,7,0,5.4510384535657,tvEpisode,False,True,False,0.6931471805599453,1343,['US'],"Drama,Fantasy,Horror",8.5,1.6094379124341003,0.0
Sztandar mlodych,"(5, 6]",1957,2,4.9344739331306915,1,0,1.0986122886681098,short,False,True,False,1.791759469228055,138,['PL'],"Animation,Short",5.5,0.6931471805599453,0.0
The Dull Razor,"(4, 5]",1900,13,3.6635616461296463,0,0,1.0986122886681098,short,False,True,False,1.0986122886681098,38,['GB'],Short,4.5,0.6931471805599453,0.0
Business & Pleasure,"(7, 8]",2002,23,4.6443908991413725,2,0,3.8918202981106265,tvEpisode,False,True,False,0.6931471805599453,103,['US'],"Animation,Comedy,Drama",7.5,0.6931471805599453,0.0
Organized Art,"(8, 9]",2005,13,3.091042453358316,0,0,3.6635616461296463,short,False,True,False,0.6931471805599453,21,['US'],"Crime,Short",8.5,0.0,0.0
A Princesa e o Vagabundo,"(4, 5]",2010,81,3.044522437723423,2,0,3.044522437723423,tvMovie,False,True,False,1.0986122886681098,20,['BR'],"Comedy,Family",4.5,0.0,0.0
"Dyeing Is Easy, Comedy Is Hard","(7, 8]",2002,21,5.746203190540153,1,0,4.59511985013459,tvEpisode,False,True,False,0.6931471805599453,312,['US'],"Comedy,Romance",7.5,0.0,0.0
¡Que viva México!,"(5, 6]",2023,92,7.829630389150193,94,2,5.099866427824199,movie,False,True,False,3.4657359027997265,2515,['MX'],Comedy,5.5,3.7612001156935624,2.833213344056216
Viva Elvis,"(5, 6]",2023,45,2.6390573296152584,7,0,1.6094379124341003,movie,False,True,False,0.6931471805599453,14,['US'],Biography,5.5,0.0,0.0
T.N.T.,"(3, 4]",1997,90,6.71174039505618,6,0,5.176149732573829,movie,False,True,False,2.70805020110221,821,['US'],Action,3.5,3.1354942159291497,0.0
Annadata,"(6, 7]",1972,92,4.007333185232471,2,0,4.394449154672439,movie,False,True,False,0.6931471805599453,54,['IN'],"Drama,Family",6.5,1.3862943611198906,0.0
Mum's Last Fling,"(7, 8]",1970,24,4.343805421853684,2,0,2.833213344056216,tvEpisode,False,True,False,0.6931471805599453,76,['GB'],Comedy,7.5,1.0986122886681098,0.0
Gabby Duran and the Unsittables: Baby Sitting 101,"(7, 8]",2020,129,2.5649493574615367,3,0,2.995732273553991,tvMiniSeries,True,True,False,1.0986122886681098,12,['US'],Short,7.5,0.0,0.0
Deborah Tannen,"(6, 7]",2008,40,2.9444389791664403,0,0,3.7612001156935624,tvEpisode,False,True,False,0.6931471805599453,18,['US'],"Comedy,News,Talk-Show",6.5,0.0,0.0
The Confident Man,"(6, 7]",1997,21,2.8903717578961645,29,0,3.8501476017100584,tvEpisode,False,True,False,0.6931471805599453,17,['AU'],"Comedy,Mystery,Sci-Fi",6.5,0.6931471805599453,0.0
Good Girl,"(7, 8]",2018,10,3.4965075614664802,1,0,3.871201010907891,short,False,True,False,0.6931471805599453,32,['US'],"Short,Thriller",7.5,1.3862943611198906,0.6931471805599453
Mitch Albom's For One More Day,"(5, 6]",2007,120,6.3080984415095305,4,1,5.575949103146316,tvMovie,False,True,False,1.3862943611198906,548,['US'],"Drama,Fantasy",5.5,2.5649493574615367,2.5649493574615367
Home for Christmas,"(7, 8]",1978,47,2.6390573296152584,1,0,1.3862943611198906,movie,False,True,False,0.6931471805599453,13,['CA'],Documentary,7.5,0.0,0.0
La casa del sortilegio,"(4, 5]",1989,86,5.814130531825066,21,0,3.713572066704308,tvMovie,False,True,False,1.6094379124341003,334,['IT'],"Horror,Mystery",4.5,2.9444389791664403,0.0
My Mother the Psychic,"(7, 8]",1989,23,5.1298987149230735,2,0,3.9889840465642745,tvEpisode,False,True,False,0.6931471805599453,168,['US'],"Action,Adventure,Animation",7.5,0.6931471805599453,0.0
Taste of Excitement,"(5, 6]",1969,99,5.247024072160486,22,0,3.6635616461296463,movie,False,True,False,2.1972245773362196,189,"['GB', 'FR', 'US']","Crime,Drama,Mystery",5.5,1.791759469228055,0.0
Thundering Gun Slingers,"(5, 6]",1944,59,3.6375861597263857,2,0,3.4657359027997265,movie,False,True,False,1.6094379124341003,36,['US'],Western,5.5,0.6931471805599453,0.0
I pinguini ci guardano,"(5, 6]",1955,97,3.8066624897703196,1,0,3.4011973816621555,movie,False,True,False,0.6931471805599453,44,['IT'],Comedy,5.5,0.0,0.0
"Un gând, un vis, Doyle... si-un pix","(8, 9]",2012,172,3.5263605246161616,0,0,2.302585092994046,movie,False,True,False,1.0986122886681098,33,['RO'],Documentary,8.5,1.3862943611198906,0.6931471805599453
O gyrologos,"(3, 4]",1980,80,2.1972245773362196,1,0,3.044522437723423,movie,False,True,False,0.6931471805599453,8,['GR'],Comedy,3.5,0.0,0.0
The Seer,"(7, 8]",2007,44,6.824373670043086,1,0,5.075173815233827,tvEpisode,False,True,False,0.6931471805599453,921,"['US', 'CA']","Action,Adventure,Drama",7.5,1.0986122886681098,0.0
Alladin II,"(6, 7]",1936,92,2.1972245773362196,0,0,0.6931471805599453,movie,False,True,False,0.6931471805599453,8,['IN'],"Adventure,Fantasy",6.5,0.0,0.0
Humor es... los comediantes,"(6, 7]",1999,30,2.8903717578961645,1,0,3.8918202981106265,tvSeries,True,True,False,0.6931471805599453,17,['MX'],Comedy,6.5,0.0,1.0986122886681098
State Department: File 649,"(4, 5]",1949,87,5.342334251964811,4,0,3.912023005428146,movie,False,True,False,2.5649493574615367,208,['US'],"Action,Adventure,Drama",4.5,2.6390573296152584,0.0
Berserk mot Sydpolen,"(8, 9]",2012,129,3.367295829986474,1,0,2.0794415416798357,tvMiniSeries,True,True,False,1.0986122886681098,28,['NO'],"Adventure,Documentary",8.5,0.0,0.0
Aunty Donna's Fortnightly Fap Off,"(7, 8]",2013,4,3.1780538303479458,9,0,2.8903717578961645,tvSeries,True,True,False,0.6931471805599453,23,['AU'],Comedy,7.5,0.0,0.0
Ireland,"(8, 9]",2019,45,3.044522437723423,1,0,3.1780538303479458,tvEpisode,False,True,False,0.6931471805599453,20,['GB'],"Adventure,Documentary",8.5,0.0,0.0
Der Wolf und die sieben Geißlein,"(6, 7]",1977,54,2.1972245773362196,1,0,2.3978952727983707,tvMovie,False,True,False,0.6931471805599453,8,['DDDE'],Family,6.5,0.0,0.0
Marejada,"(6, 7]",1952,96,2.9444389791664403,1,0,3.8501476017100584,movie,False,True,False,0.6931471805599453,18,['MX'],Drama,6.5,0.0,1.3862943611198906
Kuro-obi sangokushi,"(7, 8]",1956,96,2.772588722239781,0,0,3.091042453358316,movie,False,True,False,2.0794415416798357,15,['JP'],"Action,Drama",7.5,0.0,0.0
Brahmachari,"(7, 8]",1968,92,2.0794415416798357,0,0,2.70805020110221,movie,False,True,False,0.6931471805599453,7,['IN'],"Comedy,Drama",7.5,0.0,0.0
Waiting to Inhale,"(7, 8]",2005,73,3.912023005428146,2,0,2.3978952727983707,movie,False,True,False,0.6931471805599453,49,['US'],Documentary,7.5,0.0,1.0986122886681098
Episode #1.4,"(7, 8]",2018,40,6.423246963533519,11,1,6.0014148779611505,tvEpisode,False,True,False,2.0794415416798357,616,"['GB', 'US']","Drama,Thriller",7.5,2.0794415416798357,0.0
Marilyn Monroe: In the Movies,"(6, 7]",2012,45,2.0794415416798357,1,1,1.6094379124341003,video,False,True,False,0.6931471805599453,7,['US'],Documentary,6.5,0.0,0.0
The Property Man,"(5, 6]",1914,28,6.875232087276577,13,0,3.367295829986474,short,False,True,False,2.8903717578961645,967,['US'],"Comedy,Short",5.5,2.70805020110221,0.0
Landkrimi: Steirerschuld,"(6, 7]",2023,81,2.995732273553991,2,0,3.5263605246161616,tvMovie,False,True,False,0.6931471805599453,20,['AT'],Crime,6.5,0.0,0.0
Point of Swivel,"(7, 8]",2020,47,5.365976015021851,148,0,3.4011973816621555,tvEpisode,False,True,False,0.6931471805599453,214,['GB'],"Comedy,Game-Show",7.5,0.0,0.0
Kahreden Gençlik,"(4, 5]",1985,89,3.6888794541139363,1,0,3.367295829986474,movie,False,True,False,0.6931471805599453,39,['TR'],"Action,Drama,Romance",4.5,0.0,0.0
You Can't Go Home Again,"(6, 7]",1984,24,2.4849066497880004,1,0,3.4965075614664802,tvEpisode,False,True,False,0.6931471805599453,11,['US'],"Comedy,Family",6.5,0.0,0.0
Subway Fresh Fit 500,"(7, 8]",2008,40,2.302585092994046,0,0,4.189654742026425,tvEpisode,False,True,False,0.6931471805599453,9,['US'],Sport,7.5,0.0,0.0
Sudba pojeta,"(7, 8]",1959,92,3.258096538021482,28,0,2.70805020110221,movie,False,True,False,1.6094379124341003,25,['SUHH'],"Biography,Drama,History",7.5,0.0,0.0
Insight: Anthony Asquith,"(5, 6]",1960,15,2.833213344056216,6,0,1.6094379124341003,movie,False,True,False,0.6931471805599453,16,['GB'],"Biography,Documentary",5.5,0.0,0.0
Episode #1.13,"(8, 9]",2008,44,3.5553480614894135,1,0,4.962844630259907,tvEpisode,False,True,False,2.0794415416798357,34,['AU'],"Crime,Drama,Mystery",8.5,0.0,0.0
Scrooge,"(6, 7]",1935,92,7.887959336599945,17,0,3.7376696182833684,movie,False,True,False,2.302585092994046,2664,['GB'],"Drama,Family,Fantasy",6.5,4.59511985013459,1.0986122886681098
Learning the Ropes,"(6, 7]",1988,30,5.393627546352362,3,0,3.6109179126442243,tvSeries,True,True,False,1.0986122886681098,219,"['CA', 'US']","Comedy,Sport",6.5,1.6094379124341003,0.0
Wiener Walzer,"(6, 7]",1951,102,3.6109179126442243,4,0,3.58351893845611,movie,False,True,False,1.9459101490553132,36,"['AT', 'LI']","Drama,Music",6.5,0.0,0.0
Relative Value,"(7, 8]",1959,30,6.298949246855942,2,0,3.295836866004329,tvEpisode,False,True,False,0.6931471805599453,544,['US'],"Drama,Mystery",7.5,2.1972245773362196,0.0
Hoi sum gwai 5: Seung cho sun,"(5, 6]",1991,92,5.093750200806762,1,0,3.871201010907891,movie,False,True,False,1.9459101490553132,162,['HK'],"Comedy,Fantasy",5.5,1.3862943611198906,0.0
Dragnet,"(6, 7]",1947,71,4.143134726391533,16,0,3.5263605246161616,movie,False,True,False,1.9459101490553132,62,['US'],"Action,Adventure,Comedy",6.5,0.6931471805599453,0.0
