startYear;runtimeMinutes;numVotes;totalImages;totalVideos;totalCredits;AwNmExWins;numRegions;ratingCount;ratingMean;ReviewsTotal
1997;108;33;1;0;43;0;1;33;1.5;0
1981;92;16;0;0;40;0;2;16;4.5;0
2021;5;6;1;0;8;0;1;6;7.5;0
2004;60;22;0;0;19;0;1;22;4.5;0
2012;10;16;5;0;21;0;1;16;8.5;0
1979;23;37;1;0;55;0;1;37;7.5;0
2009;40;19;0;0;51;0;7;19;6.5;0
2010;5;9;0;0;6;0;1;9;5.5;1
2023;53;24;2;0;24;1;1;24;7.5;0
1994;45;112;4;0;74;0;1;112;7.5;1
2010;98;193;1;0;31;1;8;193;6.5;8
1995;24;36;0;0;31;0;1;36;8.5;0
2018;100;486;12;1;298;2;11;486;5.5;24
2012;86;145;3;2;112;0;3;145;5.5;2
1955;92;375;18;0;104;0;20;375;6.5;13
1983;103;44;1;0;22;0;2;44;6.5;0
2022;46;52;1;0;208;0;1;52;6.5;1
1970;94;18;1;0;16;0;4;18;5.5;0
2016;81;83;1;0;7;0;1;83;7.5;0
1988;129;12;0;0;2;0;1;12;9.5;0
1999;93;178;1;0;106;0;3;178;7.5;5
1959;92;98;6;0;54;0;5;98;7.5;2
1944;92;24;9;0;24;0;4;24;6.5;0
2018;50;16;0;0;114;0;1;16;6.5;0
2012;1;19;8;0;46;0;1;19;9.5;0
2005;78;19;0;0;25;0;1;19;8.5;3
1996;45;93;1;0;76;0;1;93;7.5;1
1995;30;33339;106;3;591;16;33;33346;7.5;49
2024;13;5;2;0;3;0;1;5;8.5;0
2009;6;16;0;0;20;0;1;16;7.5;0
1972;40;29;1;0;50;0;7;29;6.5;0
1998;22;1440;1;0;87;0;1;1441;7.5;3
2015;19;6;1;0;24;1;1;6;7.5;0
2011;56;26;2;0;7;1;6;26;6.5;0
1961;60;13;1;0;21;0;1;13;8.5;0
2007;24;725;12;0;52;0;1;727;7.5;2
2019;40;14;1;0;14;0;1;14;8.5;0
2020;59;9526;51;1;713;0;1;9530;8.5;70
2016;92;121;4;1;46;3;8;121;5.5;7
1991;22;21;0;0;119;0;1;21;7.5;1
2023;40;42;6;0;296;0;1;42;6.5;0
2020;106;96;10;0;36;0;5;96;6.5;9
2021;13;9;6;0;7;0;1;9;8.5;0
2023;105;36;13;1;32;1;3;36;7.5;1
2016;53;396;124;3;132;0;1;396;7.5;9
1972;30;12;1;0;144;0;1;12;7.5;1
1993;12;7;0;0;4;0;1;7;4.5;1
2016;19;81;2;0;94;0;1;81;5.5;0
1974;1;323;2;0;1;0;1;323;4.5;2
2021;92;12473;42;1;578;4;14;12477;6.5;337
1972;13;21;2;0;15;1;2;21;6.5;1
2022;53;537;1;1;17;0;21;542;6.5;7
1998;30;273;4;0;89;0;1;273;7.5;2
1961;5;11;0;0;16;0;1;11;6.5;0
2013;12;52;2;0;78;0;1;52;7.5;0
2010;111;1920;10;4;225;0;6;1920;5.5;82
1964;30;20;1;0;23;0;1;20;7.5;0
2015;40;18;0;0;13;0;1;18;6.5;0
1993;98;761;3;0;91;0;13;761;6.5;11
2005;180;14;1;0;15;0;1;14;5.5;0
2009;81;53;0;0;35;0;1;53;6.5;0
1946;15;29;3;0;23;0;7;29;6.5;1
1988;40;12;0;0;26;0;7;12;6.5;1
1995;92;21;0;0;2;0;1;21;7.5;0
2019;146;1180;35;5;82;7;11;1180;7.5;105
1982;4;26;3;0;4;0;3;27;6.5;0
2019;42;232;119;0;29;0;1;232;7.5;3
1988;110;501;7;0;99;1;8;501;6.5;3
2012;17;8;2;0;14;1;1;8;5.5;0
2008;40;163;1;0;49;0;1;163;6.5;0
1994;40;130;1;0;19;0;1;130;7.5;0
2018;14;12;8;0;12;0;2;12;6.5;1
1955;30;118;14;0;119;0;2;118;7.5;6
1973;97;71716;219;1;169;1;44;71731;6.5;493
2009;15;13;0;0;12;0;1;13;6.5;0
1970;40;103;1;0;54;0;1;103;7.5;5
2001;40;16;0;0;12;0;1;16;5.5;0
2010;16;6;0;1;15;0;1;6;5.5;0
1993;86;112;7;0;37;0;1;112;3.5;4
1993;23;3919;3;0;90;0;1;3922;8.5;10
1982;22;80;1;0;263;0;1;80;6.5;0
2006;60;10;1;0;35;0;1;10;7.5;0
2007;26;201;12;0;107;0;1;202;7.5;1
2018;132;122;13;1;24;0;1;122;7.5;5
2011;71;24;0;0;12;1;1;24;7.5;4
1966;40;610;2;0;36;0;1;612;7.5;3
1997;12;7;0;0;43;0;1;7;4.5;0
1985;91;162;4;0;65;2;4;163;6.5;3
1997;40;6;0;0;81;0;7;6;5.5;0
1992;95;35;1;0;25;1;2;35;6.5;1
1987;93;127;7;0;37;1;2;127;5.5;2
1974;60;120;5;0;49;0;1;120;7.5;1
2007;45;1803;12;0;142;0;1;1811;7.5;5
2013;13;5;1;0;23;0;1;5;9.5;0
1991;40;10;1;0;53;0;1;10;8.5;0
2014;90;1439;3;1;19;0;7;1439;6.5;25
2012;81;14;0;0;54;0;1;14;6.5;0
1942;10;28;0;0;3;0;1;28;5.5;0
1965;30;97;2;0;46;0;1;97;7.5;1
1996;23;88;0;0;96;0;1;88;8.5;0
2022;40;18;1;0;40;0;1;18;8.5;0
2023;92;609;12;1;69;0;10;618;4.5;18
1988;85;916;26;1;28;0;9;916;5.5;49
1983;220;55;4;0;82;0;5;55;7.5;2
1981;98;280;5;0;59;1;3;280;7.5;2
1929;92;221;13;0;24;0;16;221;3.5;2
2019;40;205;6;0;250;0;1;205;7.5;2
1985;60;39;1;0;104;0;1;39;7.5;0
1986;67;11;1;0;26;0;2;11;5.5;0
2012;81;16;0;0;45;0;1;16;5.5;0
2006;23;205;1;0;119;0;1;205;6.5;0
1997;81;50;2;0;30;0;1;50;4.5;5
1977;92;9;0;0;14;5;1;9;8.5;0
1971;83;44;1;0;42;1;2;44;5.5;0
2015;40;456;1;0;64;0;7;456;7.5;6
1996;45;628;92;0;81;0;1;629;6.5;4
2023;40;6;0;0;29;0;1;6;7.5;0
1982;26;6;0;0;25;0;1;6;6.5;0
1991;102;8428;26;2;154;6;21;8429;6.5;98
2022;300;19;1;0;48;0;1;20;7.5;0
1998;54;26;0;0;18;0;1;26;6.5;0
2011;132;534383;319;32;1646;30;52;534477;7.5;1000
1991;115;34;4;0;25;1;3;34;7.5;5
2021;10;18;4;0;35;0;1;18;5.5;1
1993;30;25;3;0;39;0;3;25;4.5;1
2012;88;12;2;0;56;0;1;13;7.5;2
1980;66;15;1;0;26;0;2;15;6.5;0
2023;67;12;1;0;7;0;1;12;6.5;2
2013;42;75;1;0;144;0;1;75;8.5;0
1963;87;26;1;0;18;0;2;26;5.5;0
1960;87;206;2;0;55;0;4;206;4.5;5
1960;101;39;8;0;25;0;6;39;6.5;4
1975;92;115;6;0;46;0;6;115;7.5;5
1973;30;28;3;1;44;0;1;28;7.5;2
2011;13;30;0;0;9;0;1;30;8.5;0
1964;48;486;3;0;25;0;1;486;7.5;15
2006;69;105;1;0;84;0;1;105;6.5;1
2018;40;345;1;0;43;0;1;346;5.5;3
1993;10;14;0;0;22;0;1;14;7.5;0
2018;8;24;5;0;30;0;1;24;7.5;1
2016;3;8;1;0;6;0;1;8;9.5;0
1989;30;297;6;0;67;0;1;297;7.5;3
2021;24;6267;163;22;323;0;33;6273;7.5;118
2019;40;7;0;0;8;0;1;7;7.5;0
1993;24;11;0;0;34;0;1;11;7.5;0
1974;82;74;4;0;74;0;3;74;7.5;0
2009;13;18;6;0;25;0;1;18;6.5;0
1973;92;17;1;0;18;0;1;17;6.5;0
1982;40;66;0;0;34;0;1;66;7.5;0
1984;81;7;2;0;19;0;2;7;8.5;0
2016;123;499;18;0;139;0;7;500;5.5;3
2021;53;37;8;0;7;0;4;37;7.5;0
1974;97;88;2;0;67;1;3;88;7.5;4
1931;92;30;3;0;29;0;8;30;6.5;0
2008;40;192;3;0;26;0;1;192;7.5;0
1938;100;8518;53;0;55;1;36;8519;7.5;111
2011;40;26;0;0;45;0;1;26;6.5;0
1958;102;174;31;0;23;0;4;174;5.5;0
2015;5;15;20;0;16;0;1;15;6.5;1
2019;47;32;2;0;9;0;2;32;6.5;2
1944;92;128;1;0;38;0;6;128;6.5;6
2019;75;22;0;0;30;0;1;22;7.5;1
1960;30;13;0;0;14;0;1;13;6.5;0
2021;52;11;4;0;9;0;1;11;6.5;0
2010;12;11;0;0;9;0;1;11;6.5;0
1971;92;26;0;0;8;0;1;26;4.5;3
2018;11;7;1;0;22;0;1;7;8.5;0
1965;105;44;0;0;12;0;1;44;7.5;0
1894;13;57;0;0;3;0;1;57;4.5;0
2017;100;805;23;0;50;0;1;805;5.5;3
1899;13;29;0;0;1;0;1;29;5.5;0
2020;46;28;0;0;19;0;1;28;7.5;1
1999;28;12;1;1;1;0;1;12;5.5;0
2005;71;17;0;0;52;0;1;17;8.5;6
2017;83;13;0;0;15;0;1;13;8.5;1
2023;92;6;15;0;14;0;3;6;5.5;0
1938;92;69;3;0;46;0;2;69;5.5;3
2022;82;6;1;0;15;0;1;6;7.5;0
2014;15;5;5;0;13;0;1;5;2.5;0
2018;22;5;2;0;44;0;1;5;8.5;0
2009;22;25;1;0;123;0;1;25;5.5;0
2012;129;6;30;0;20;0;1;6;8.5;0
1980;60;17;1;0;41;0;1;17;6.5;0
1988;168;411;11;0;69;0;8;411;6.5;1
2012;97;146;1;1;71;2;3;146;6.5;11
1972;92;80;3;0;69;0;4;80;7.5;0
1958;30;14;0;0;22;0;1;14;7.5;2
2006;9;9;7;0;5;0;1;9;7.5;0
2022;84;111;1;1;7;0;2;112;6.5;1
1994;92;3565;10;1;128;0;9;3566;2.5;98
2006;40;16;0;0;35;0;7;16;6.5;0
2012;13;21;3;1;25;0;5;21;6.5;1
1970;98;78;24;0;53;0;1;78;6.5;1
1975;90;486;5;0;53;0;5;486;6.5;25
2016;40;9;1;0;48;0;1;9;6.5;0
1991;40;1331;8;0;30;0;1;1334;7.5;2
2010;40;26;1;0;52;0;1;26;7.5;0
1992;90;19;2;0;36;0;2;19;5.5;0
1994;100;1201;9;0;46;0;6;1201;7.5;6
2008;60;12;0;0;21;0;7;12;1.5;0
1968;20;31;1;0;9;0;4;31;7.5;0
2010;2;7;0;0;8;0;1;7;5.5;0
2007;90;685;9;1;57;0;3;685;4.5;43
1964;26;15;1;0;21;0;1;15;6.5;0
1963;26;17;1;0;21;0;1;17;6.5;0
1912;7;16;0;0;8;0;1;16;3.5;1
1984;92;7;1;0;17;0;1;7;5.5;1
1903;13;21;0;0;1;0;1;21;5.5;0
1988;48;235;1;0;43;0;1;235;7.5;4
2009;28;4468;15;1;137;2;4;4471;7.5;6
1990;30;440;6;0;116;0;1;440;7.5;4
1985;5;6;1;0;3;0;1;6;5.5;0
2015;22;92;2;0;27;0;4;92;7.5;0
1994;92;356;2;1;39;0;5;356;3.5;4
1983;92;189;3;0;62;0;1;189;6.5;0
2020;28;11;7;0;5;0;1;11;8.5;0
1992;90;26;0;0;40;0;1;26;8.5;0
1976;36;15;1;0;9;0;4;15;7.5;0
1983;53;751;81;0;123;0;13;752;8.5;12
2012;58;6;0;0;14;0;1;6;7.5;0
1961;40;111;5;0;28;0;1;111;7.5;4
2019;101;12;1;0;243;0;3;12;4.5;0
1957;87;12;4;0;36;0;1;12;6.5;1
1983;94;10;0;0;24;0;4;10;5.5;0
1963;88;1045;9;0;62;1;17;1045;6.5;6
2017;5;10;8;0;8;0;1;10;6.5;2
1989;92;12;1;0;24;0;1;12;5.5;0
2009;92;40;1;2;111;1;1;40;7.5;4
1937;65;19;0;0;12;0;1;20;4.5;0
1995;69;139;4;0;58;0;1;139;6.5;2
1961;30;55;2;0;99;0;1;55;7.5;8
1959;92;22;0;0;13;0;2;22;5.5;0
1977;107;4102;30;1;124;0;30;4104;6.5;59
1955;67;345;7;1;20;0;3;345;4.5;18
2021;40;765;3;0;55;0;1;767;9.5;6
2004;43;26;0;0;79;0;1;26;8.5;0
1998;30;23;0;0;73;0;1;23;5.5;0
1989;84;136;7;0;49;0;2;136;4.5;5
1934;9;30;2;0;6;0;1;30;7.5;2
1996;100;1992;7;0;102;5;13;1992;5.5;9
2020;4;109;1;0;3;0;1;109;7.5;1
1986;15;40;1;0;7;0;1;40;9.5;0
1939;13;6;0;0;7;0;3;6;7.5;0
2012;65;15;1;0;10;0;7;15;8.5;0
2019;60;12;7;0;12;0;1;12;9.5;0
1896;13;15;0;0;1;0;1;15;4.5;0
2006;120;1850;17;0;108;0;7;1850;6.5;3
1958;30;27;0;0;24;0;1;27;7.5;3
2005;40;93;6;0;112;0;1;93;8.5;0
2004;71;105;1;0;11;0;1;105;8.5;1
2004;13;13;0;0;45;0;1;13;7.5;0
1911;17;93;3;0;29;0;1;93;5.5;4
1964;29;446;2;0;8;0;3;446;6.5;4
2018;94;249;3;1;123;1;3;249;5.5;1
1994;22;123;2;0;64;0;3;123;6.5;4
2017;57;98;4;0;16;1;2;98;8.5;0
2019;92;15;9;1;12;0;1;15;4.5;0
2015;23;466;93;0;51;2;8;466;7.5;3
2017;92;13;1;0;3;0;1;13;8.5;0
2006;23;3995;504;37;363;4;26;3998;7.5;27
1983;40;10;1;0;49;0;1;10;7.5;0
1956;30;75;1;0;26;0;1;75;7.5;3
1988;55;252;3;0;796;3;3;252;6.5;1
1982;92;241;2;0;70;0;12;241;5.5;4
1989;40;117;9;0;82;0;1;117;7.5;2
2016;13;149;3;0;22;0;1;149;6.5;0
2015;74;14;17;0;32;0;1;14;8.5;1
2009;86;8;1;0;14;0;2;8;7.5;1
1999;25;107;45;1;40;0;8;107;6.5;3
2002;28;8;0;0;46;0;7;8;3.5;0
1975;83;582;19;1;39;0;5;583;5.5;35
1953;90;13;2;0;49;0;1;13;4.5;0
2004;81;26;1;0;66;0;1;26;5.5;5
2011;40;63;1;0;56;0;1;63;7.5;2
1913;7;31;1;0;2;0;4;32;6.5;1
2017;92;26;12;1;9;0;2;26;5.5;0
2001;60;71;1;0;222;0;4;71;8.5;6
1991;30;32;0;0;24;0;1;32;8.5;1
2021;60;5;0;0;14;0;7;5;6.5;0
2021;83;204;6;1;23;0;4;204;3.5;23
2012;92;1785;15;2;276;1;10;1786;6.5;26
1993;25;9;0;0;43;0;1;9;6.5;1
1922;50;24;2;0;10;0;4;24;5.5;0
1968;90;32;2;0;19;0;2;32;6.5;3
1973;60;22;0;0;19;0;1;22;4.5;1
1995;25;25;0;0;31;0;1;25;7.5;0
1949;84;97;34;0;57;0;5;97;5.5;0
2017;30;24;8;0;40;1;1;24;7.5;1
1914;92;33;7;0;10;0;1;33;6.5;3
1896;1;553;2;0;3;0;3;553;4.5;6
2018;95;248;7;1;30;0;9;248;6.5;4
1987;50;16;1;0;47;0;1;16;7.5;0
1995;40;9;0;0;69;0;1;9;8.5;0
2018;15;92;48;1;28;13;1;92;6.5;23
1996;94;19;34;0;8;4;2;19;7.5;0
2009;13;5;0;0;108;0;1;5;8.5;0
1951;87;56;2;0;25;0;3;56;5.5;2
1989;25;10;1;0;94;0;1;10;7.5;0
2006;16;281;1;0;36;1;1;281;6.5;5
1990;92;108;0;0;10;2;3;108;7.5;0
2021;110;162;10;0;121;17;12;162;4.5;6
2013;155;744;3;1;54;3;2;744;5.5;4
1998;60;11;1;0;19;0;2;11;7.5;0
2006;40;3166;15;0;141;0;1;3171;7.5;5
1999;103;105;3;0;71;0;4;105;6.5;0
2016;91;73;30;0;34;0;1;73;6.5;0
1989;40;527;2;0;71;0;1;526;7.5;12
2004;40;21;0;0;100;0;1;21;5.5;0
1983;90;95;1;0;106;0;1;95;6.5;3
1994;81;331;2;0;45;1;13;332;6.5;11
2017;27;661;4;0;229;0;1;663;7.5;5
2008;13;9;1;0;17;0;1;9;5.5;0
1983;114;126;10;0;57;0;2;126;6.5;1
1956;7;476;4;0;15;0;7;476;6.5;7
1978;3;5;0;0;1;0;1;5;6.5;0
1969;30;179;1;0;47;0;1;179;8.5;2
2016;80;47;4;0;23;0;1;47;8.5;7
1929;91;881;17;0;88;0;15;881;6.5;33
1974;81;1849;15;0;48;0;15;1849;5.5;45
2019;53;47;10;0;30;0;2;47;7.5;0
1973;86;14;5;0;38;0;2;14;5.5;0
1986;55;11;1;0;90;0;2;11;6.5;0
1985;40;10;12;0;46;0;7;10;7.5;0
2017;53;59;2;0;122;0;4;60;6.5;0
2017;55;6;0;0;5;0;1;6;3.5;0
2012;19;7;1;0;20;0;1;7;7.5;0
2003;22;663;9;0;44;0;1;663;7.5;1
1998;53;1463;11;1;316;8;12;1463;6.5;12
2012;92;25;3;0;19;2;1;25;5.5;1
1994;100;1334;159;0;203;0;11;1335;6.5;21
2018;92;64;13;0;49;1;1;64;8.5;2
1956;91;182;9;0;44;0;7;182;5.5;5
2008;92;7;2;0;6;0;1;7;6.5;0
1963;6;8;0;0;22;0;1;8;4.5;0
1963;99;47;3;0;26;0;5;47;6.5;3
1992;100;17;1;0;18;0;2;17;5.5;0
2020;23;91;2;0;86;0;1;91;6.5;2
2004;15;15;0;0;14;0;1;15;2.5;0
1990;24;5;0;0;56;0;1;5;5.5;0
1998;82;50;2;0;61;0;2;50;6.5;1
1998;16;24;0;0;21;0;2;24;7.5;0
1986;30;19;0;0;17;0;1;19;6.5;1
2016;92;285;1;0;29;0;2;285;5.5;0
2019;90;10;1;0;4;0;2;10;6.5;2
1989;30;40;1;0;107;0;2;40;7.5;5
1991;105;114022;118;1;477;2;47;114043;6.5;286
2022;48;2134;1;0;516;0;1;2135;7.5;12
1964;79;40;3;0;19;0;4;40;7.5;0
1969;51;3183;30;1;78;0;1;3183;6.5;37
2023;50;1256;10;0;241;0;1;1264;7.5;16
1985;108;9;1;0;16;1;2;9;6.5;2
2012;53;20;1;0;8;0;2;20;8.5;0
1995;40;38;2;0;45;0;1;39;8.5;2
2012;90;33;2;1;51;0;1;33;6.5;5
1957;26;18;1;0;35;0;1;18;6.5;0
1972;55;21;0;0;2;0;7;21;6.5;0
1960;40;120;1;0;33;0;1;121;7.5;5
2020;122;91;1;0;62;0;7;91;8.5;1
2011;90;120;27;0;93;0;2;120;2.5;0
1968;108;56;1;0;7;0;3;56;7.5;3
1962;60;65;2;0;39;0;1;65;8.5;2
1994;40;189;1;0;22;0;1;189;7.5;0
1984;153;4988;44;1;64;2;25;4988;8.5;41
1995;21;55;0;0;82;0;1;55;7.5;0
2010;44;152;1;0;220;0;1;152;5.5;1
1962;51;99;0;0;44;0;1;99;7.5;1
1964;83;44;8;0;31;0;8;44;5.5;2
2021;40;25;0;0;46;0;1;25;5.5;1
1964;5;12;0;0;5;0;1;12;5.5;0
2020;26;12;12;1;67;29;1;12;6.5;10
2006;40;7;0;0;19;0;1;7;5.5;0
2023;119;25;2;0;150;0;3;25;4.5;1
1985;91;196;7;0;31;0;8;196;3.5;12
2023;15;13;9;0;10;4;3;13;6.5;0
1995;63;15;0;0;46;0;3;15;6.5;0
2023;45;25;1;0;16;0;2;27;5.5;1
2017;90;419;2;0;25;0;5;419;5.5;0
2013;54;7;4;0;32;0;1;7;7.5;0
2019;60;14;0;0;31;0;1;15;5.5;0
1986;88;102;1;0;25;0;2;102;7.5;0
1955;30;158;7;0;32;0;1;158;6.5;6
1971;100;14;10;0;67;0;2;14;4.5;0
1978;90;12;13;0;34;0;1;12;6.5;0
2003;43;36;1;0;108;0;1;36;7.5;0
1959;101;114;12;0;53;0;7;114;6.5;4
2018;47;10;0;0;72;0;1;10;5.5;0
1990;89;123;2;0;56;0;7;123;3.5;5
1949;73;153;2;0;31;0;8;154;5.5;14
1985;24;42;1;0;20;0;1;42;7.5;0
2018;90;49;109;2;17;7;2;49;8.5;3
2015;10;13;3;0;12;0;1;13;9.5;0
1991;30;29;0;0;16;0;1;29;6.5;0
2016;21;131;3;0;137;0;1;131;8.5;1
2019;97;4276;121;1;45;4;19;4283;6.5;44
2006;92;8;1;0;12;0;1;8;9.5;2
2013;22;39;1;0;54;0;1;40;6.5;0
2008;120;15;1;0;91;0;1;15;8.5;1
2003;82;4001;3;0;51;0;2;4001;2.5;163
1949;100;3667;27;1;139;0;28;3666;6.5;36
2022;53;18;2;0;28;0;1;18;2.5;0
2020;109;24;1;0;31;1;1;24;5.5;2
2011;30;25;1;0;70;0;1;25;4.5;0
1989;98;8947;84;1;197;0;26;8951;6.5;47
1954;95;58;8;0;24;0;7;58;6.5;4
2014;53;9;1;0;8;0;1;9;8.5;0
2006;120;116;1;0;19;1;1;116;5.5;0
2014;18;21;3;0;20;0;3;21;6.5;0
2022;53;26;2;0;39;0;2;26;6.5;1
2010;80;58;1;1;61;0;1;58;5.5;1
1979;25;11;2;0;14;0;1;11;6.5;1
1955;45;34;1;0;16;0;2;34;6.5;0
1991;79;410;49;0;27;4;11;410;7.5;10
2017;120;8;2;1;13;0;1;8;4.5;1
2004;180;163;1;0;76;1;1;163;7.5;5
1996;28;25;1;1;5;0;1;25;5.5;0
2022;109;2008;12;1;74;1;33;2009;4.5;36
2012;103;37;1;0;11;2;6;38;6.5;1
1980;92;110;4;0;62;0;8;110;7.5;0
1999;53;1910;15;1;71;0;9;1912;8.5;6
1966;178;825934;378;4;183;5;69;826210;8.5;1564
2014;60;63;5;0;22;0;1;63;8.5;0
2013;40;11;4;0;33;0;1;11;8.5;0
2018;24;110;3;0;106;0;1;110;7.5;2
1962;92;57;1;0;10;0;2;57;5.5;0
2008;130;698;1;0;20;0;2;698;8.5;13
2005;71;23;0;0;28;0;1;23;7.5;0
1963;40;80;2;0;50;0;1;80;7.5;4
2020;40;15;1;0;41;0;1;16;6.5;1
2004;81;13;0;0;18;0;1;13;7.5;0
2009;81;14;1;0;3;0;1;14;8.5;0
2013;44;22;1;0;58;0;1;22;6.5;0
2024;79;72;1;0;2;0;11;72;5.5;2
1928;71;568;8;0;26;0;14;568;6.5;16
2021;49;779;1;0;178;0;1;781;7.5;5
1997;92;17;0;0;1;0;1;17;5.5;0
1998;62;10;27;0;61;0;1;10;7.5;0
1998;92;65;1;0;9;1;4;65;7.5;3
1986;22;57;0;0;152;0;1;57;7.5;0
2016;60;52;9;0;3;0;4;52;6.5;3
1965;60;8;1;0;12;0;1;8;8.5;0
2017;53;69;20;0;224;0;4;69;6.5;0
2006;30;42;4;0;408;0;5;42;8.5;1
1958;85;1734;17;1;71;0;24;1736;6.5;51
2015;102;15;2;0;4;0;1;15;5.5;0
1991;10;22;2;0;7;0;5;22;7.5;0
1987;102;60;3;0;73;1;2;60;6.5;2
1994;30;8;0;0;14;0;1;8;7.5;0
2014;82;27;2;0;10;1;4;27;6.5;2
2008;67;12;1;0;16;0;1;12;7.5;0
2018;77;43;4;1;19;1;2;43;6.5;3
2011;81;6;0;0;9;0;1;6;8.5;0
2019;30;3167;16;2;237;0;17;3167;6.5;133
2011;40;28;0;0;50;0;1;28;7.5;0
2020;26;173;1;0;112;0;1;173;6.5;7
1988;30;90;0;0;59;0;1;90;7.5;2
1989;20;11;1;0;91;0;1;11;7.5;0
2015;92;612;16;1;145;0;3;612;5.5;17
1992;149;17;1;0;40;0;1;17;7.5;1
2016;31;10338;69;11;397;1;22;10343;7.5;122
1977;40;19;0;0;49;0;1;19;7.5;0
1934;92;742;85;0;49;0;13;742;6.5;45
2017;40;888;28;0;202;0;1;890;8.5;5
1986;92;23;1;0;24;0;1;23;6.5;2
1994;44;4881;36;0;98;0;1;4881;6.5;33
2020;6;28;5;0;5;0;1;28;7.5;0
1982;60;135;9;0;55;0;1;135;7.5;1
1996;55;60;1;0;21;0;1;60;8.5;3
1983;40;35;0;0;40;0;1;35;6.5;0
1999;175;5543;51;0;204;9;31;5543;6.5;37
1968;30;50;1;0;22;0;7;50;8.5;1
2008;13;35;1;0;13;0;2;35;5.5;0
2011;43;1512;3;0;123;0;1;1513;9.5;5
2014;89;10985;187;2;87;6;8;10988;6.5;130
1961;92;108;9;0;32;1;11;108;6.5;0
2007;8;10;0;0;15;2;1;10;8.5;0
1992;13;25;2;0;10;0;1;25;6.5;0
1991;90;73;4;0;128;0;5;73;4.5;4
1961;92;118;6;0;85;0;16;118;5.5;5
1986;30;8;0;0;4;0;1;8;4.5;0
1977;89;2305;56;1;78;0;20;2306;5.5;111
1980;30;98;7;0;60;0;1;98;7.5;1
2017;84;1766;33;2;166;0;13;1768;4.5;43
1990;25;406;3;0;112;0;11;406;6.5;3
2011;165;289;1;0;46;0;2;289;8.5;4
2009;21;30;1;1;20;1;1;30;8.5;1
2012;79;125;0;0;8;1;1;125;7.5;2
2015;43;70;1;0;55;0;1;70;4.5;0
2006;30;377;1;0;60;0;1;377;7.5;1
2018;92;9;1;0;37;0;4;9;3.5;0
1986;92;7;0;0;12;0;1;7;4.5;0
2014;97;97;1;0;27;2;1;97;6.5;1
1996;57;34;3;0;10;1;3;34;6.5;4
1997;25;278;3;0;463;3;1;278;4.5;0
2014;40;13818;10;1;216;0;1;13826;7.5;58
1953;30;33;2;0;20;0;1;33;7.5;0
1991;28;14;2;0;21;0;5;14;5.5;0
2017;13;5;4;0;8;0;1;5;7.5;0
1964;98;142;58;0;40;0;2;142;4.5;0
1957;52;40;2;0;20;0;1;40;5.5;0
2001;44;20;0;0;92;0;1;20;7.5;0
1994;53;40;3;0;50;0;1;40;7.5;0
2007;60;6;0;0;20;0;7;6;7.5;0
1968;30;172;4;0;32;0;1;172;7.5;2
2013;103;267;11;0;349;10;3;269;5.5;17
2018;51;36;22;0;26;2;4;36;5.5;0
1957;40;197;6;0;31;0;1;197;8.5;5
2020;22;503;4;0;82;0;1;504;8.5;0
1998;129;13;1;0;34;0;2;13;4.5;0
1986;45;359;4;0;33;0;3;359;7.5;23
2009;71;64;2;0;13;0;1;64;7.5;1
2009;15;16;4;1;68;0;3;16;7.5;2
2004;60;72;3;0;77;0;2;72;6.5;2
1933;92;38;6;0;23;0;6;39;7.5;6
1991;80;139;0;0;16;0;1;139;6.5;2
1966;6;203;2;0;4;0;3;205;5.5;2
1957;92;72;2;0;52;1;7;72;5.5;5
1989;92;553;29;0;14;0;4;554;6.5;1
1925;92;14;1;0;9;0;1;14;6.5;3
1978;90;177;6;0;81;0;5;177;4.5;8
2002;103;741;148;0;27;0;8;742;6.5;11
1983;60;51;1;0;12;3;2;51;9.5;0
2005;92;7;3;0;68;0;1;7;5.5;0
1949;79;20;1;0;16;0;4;20;6.5;0
1994;89;10;0;0;49;0;2;10;6.5;0
2003;47;145;2;0;72;0;1;145;7.5;2
2018;86;40;1;0;30;1;1;40;7.5;5
2013;92;16;1;0;10;0;1;16;5.5;0
1954;103;903;57;1;92;0;25;902;5.5;15
1994;90;8;2;0;20;0;1;8;8.5;2
1970;79;31;0;0;4;0;1;31;4.5;2
1988;30;77;0;0;47;0;1;77;7.5;2
2022;53;11;1;0;17;0;1;11;4.5;0
2004;73;136;4;0;34;0;4;136;6.5;0
1987;113;16;5;0;55;0;6;16;6.5;0
1994;47;147;6;0;79;0;1;147;6.5;0
1990;27;27;1;0;10;0;1;27;8.5;0
1961;83;1563;63;0;60;2;15;1563;6.5;36
2011;97;165;7;0;25;0;2;165;3.5;1
1987;40;79;0;0;24;0;1;79;8.5;0
2002;55;125;1;0;18;0;1;125;2.5;8
1971;92;21;13;0;55;0;2;21;5.5;0
1983;81;42;1;0;36;0;5;42;5.5;0
2016;22;13;1;0;69;1;1;13;6.5;0
1990;30;62;0;0;48;0;1;62;7.5;0
2020;2;5;9;0;4;0;1;5;7.5;0
1998;89;6;0;0;10;0;1;6;7.5;0
1976;30;68;0;0;46;0;1;69;7.5;1
1985;24;148;12;0;192;0;1;148;7.5;3
2016;43;545;12;1;212;0;1;546;7.5;5
1970;55;22;1;0;43;0;1;22;7.5;0
2010;4;12;1;0;21;0;1;12;8.5;0
2019;88;61;2;0;19;6;1;63;5.5;5
2016;40;10;0;0;9;0;1;10;8.5;0
