startYear;runtimeMinutes;numVotes;totalImages;totalVideos;totalCredits;AwNmExWins;numRegions;ratingCount;ratingMean;ReviewsTotal
1960;8;8;1;0;15;0;1;8;7.5;0
1982;17;43;6;0;27;0;1;43;7.5;0
1965;30;26;0;0;48;0;1;26;6.5;1
2012;92;889;38;1;27;5;20;888;5.5;7
1956;30;59;0;0;30;0;1;59;5.5;5
2020;80;15;3;0;17;2;1;15;8.5;0
1933;68;786;22;0;55;0;18;786;6.5;29
1970;23;31;1;0;48;0;1;31;6.5;0
1988;49;79;1;0;10;0;1;79;6.5;2
1956;53;9;0;0;65;0;1;9;6.5;1
1997;30;37;3;0;43;0;1;37;5.5;0
1960;6;40;0;0;12;0;1;40;6.5;1
1999;81;21;1;0;8;0;1;21;8.5;0
1973;118;27998;160;5;136;8;43;28004;6.5;203
2020;40;10;1;0;59;0;1;10;8.5;0
1958;30;14;0;0;26;0;1;14;6.5;0
1992;30;20;1;0;24;0;1;20;6.5;0
2015;90;270;1;0;185;0;5;272;5.5;6
1975;103;85;3;0;28;0;11;85;7.5;4
2018;41;30;2;0;108;0;1;30;6.5;2
1968;65;14;0;0;13;0;1;14;8.5;0
2011;4;27;0;0;15;0;1;27;5.5;0
2019;92;129;3;0;34;3;3;129;6.5;4
1976;30;116;1;0;44;0;1;116;6.5;1
1990;40;36;4;0;45;0;1;36;7.5;1
2015;45;10;0;0;16;0;7;10;7.5;0
2009;71;11;0;0;9;1;1;11;7.5;7
1985;13;10;0;0;18;0;1;10;5.5;0
1973;40;9;0;0;26;0;1;9;7.5;0
1959;5;244;3;0;7;1;1;244;7.5;1
2010;40;8;0;0;34;0;1;8;8.5;0
2016;58;23;1;0;14;0;7;23;7.5;0
1968;6;81;1;0;20;0;1;81;5.5;3
2012;96;20;5;0;20;0;1;20;6.5;0
2006;92;89;2;0;103;0;3;89;5.5;2
1968;95;458;11;0;66;0;17;458;6.5;7
1937;87;30;5;0;68;0;9;30;5.5;3
1974;55;20;1;0;93;0;1;20;6.5;0
1950;95;39;5;0;48;0;10;39;6.5;4
1998;40;10;10;0;24;0;1;10;8.5;0
1973;90;1255;18;1;79;0;13;1255;3.5;82
2016;105;846;8;0;97;3;8;847;6.5;4
2020;27;7;3;0;4;0;1;7;6.5;0
2018;22;74;14;1;99;4;1;74;7.5;5
2017;81;28;21;0;85;2;1;28;6.5;1
1944;81;49;20;0;48;0;6;49;6.5;1
1987;13;25;0;0;16;0;1;25;5.5;0
2020;65;154;2;0;25;1;3;154;5.5;6
1968;82;473;51;0;49;0;2;473;6.5;2
1999;132;8;0;0;15;0;1;8;6.5;2
2010;14;81;1;0;5;0;1;81;7.5;0
1970;75;120;17;0;36;0;2;121;4.5;10
2014;28;2150;39;62;136;3;2;2153;6.5;16
1994;79;227;2;0;94;0;12;227;3.5;12
2009;71;13;0;0;29;5;1;13;6.5;4
1981;129;7;1;0;5;0;1;7;7.5;0
1969;92;15;0;0;1;0;1;15;6.5;0
2012;92;8;1;0;18;0;1;8;6.5;0
2018;120;678;6;1;110;0;7;678;3.5;14
1955;85;44;1;0;32;0;10;44;5.5;1
1985;24;64;1;0;57;0;1;64;7.5;0
1975;107;13;2;0;38;0;2;13;5.5;0
2019;117;13;1;0;4;0;2;13;7.5;1
1999;42;20;1;0;111;0;1;20;7.5;0
2019;24;248;28;0;130;0;6;247;6.5;1
1931;81;42;21;0;35;0;6;42;6.5;1
1995;91;50;1;0;58;0;2;50;6.5;1
1988;30;33;14;0;84;0;3;33;7.5;0
1998;48;18;8;0;174;1;2;18;6.5;0
2013;42;1079;1;0;136;0;1;1079;8.5;3
1955;110;194;6;0;57;1;14;194;6.5;5
1993;76;106;0;0;10;0;1;106;5.5;1
1990;47;28;15;0;78;0;1;28;8.5;0
1991;28;46;7;0;4;0;2;46;6.5;1
1985;23;17;1;0;48;0;1;17;5.5;0
2016;9;10;1;0;4;0;3;11;6.5;1
2010;18;5;1;0;31;0;1;5;5.5;0
1982;90;10;2;0;16;0;1;10;7.5;0
1982;144;24;1;0;75;0;1;24;7.5;0
2010;71;10;1;0;11;0;1;10;5.5;0
2011;22;51;1;1;52;0;1;51;6.5;0
2021;71;413;6;1;54;0;4;413;3.5;14
2009;92;84;22;0;36;18;4;84;5.5;9
1896;1;47;0;0;4;0;1;47;3.5;0
1997;93;684;2;2;35;0;1;685;7.5;4
1981;92;55;1;0;25;0;1;55;8.5;0
2024;22;7;0;0;7;0;1;7;6.5;0
1960;30;304;4;0;28;0;1;303;7.5;3
2001;45;13;2;0;30;3;3;13;7.5;0
1985;23;1770;239;1;1275;24;16;1770;7.5;26
1996;91;1112;24;0;22;0;9;1114;6.5;22
2009;4;16;1;0;26;0;2;16;6.5;0
2023;92;37;2;0;20;0;7;37;5.5;0
2016;53;15;1;0;36;0;1;15;3.5;1
1976;30;100;17;0;45;0;1;100;6.5;4
1996;81;60;0;0;35;0;2;60;7.5;1
2007;40;142;1;0;155;0;1;142;7.5;0
1991;71;10;1;0;2;0;1;10;8.5;0
1987;87;107;0;0;24;0;1;107;6.5;0
1993;82;5;0;0;6;0;1;5;4.5;0
2011;86;32;19;2;25;0;1;32;3.5;3
2017;42;7;1;0;37;0;1;7;6.5;0
2021;40;98;1;0;135;0;1;98;6.5;0
2017;84;126;2;0;65;0;1;126;8.5;0
2006;75;626;1;0;25;0;2;629;6.5;1
2018;26;736;56;2;212;0;1;736;8.5;7
1968;92;68;1;1;43;0;2;68;5.5;1
2014;40;6;7;0;91;0;7;6;6.5;0
1967;30;66;1;0;39;0;1;66;6.5;1
1989;30;77;0;0;13;0;1;77;7.5;0
1923;30;11;0;0;15;0;8;11;4.5;0
1997;60;75;2;0;393;0;1;75;7.5;1
2018;89;756;19;0;80;59;12;756;6.5;31
1963;81;208;7;0;15;0;7;208;7.5;11
2018;21;14;0;0;70;0;1;14;7.5;0
2016;45;39;6;0;15;0;1;39;9.5;0
1989;116;25350;82;1;275;2;32;25356;6.5;129
2021;45;15;2;0;30;0;1;15;5.5;0
1988;165;33;5;0;45;0;1;33;7.5;1
1966;90;7718;63;1;101;1;11;7723;7.5;116
2006;40;380;3;0;133;0;1;380;8.5;1
1957;26;13;0;0;33;0;1;13;6.5;1
1898;13;38;0;0;1;0;1;38;4.5;0
2007;109;254;1;0;83;10;2;254;4.5;3
1993;60;8;1;0;52;0;2;8;7.5;0
1983;60;15;0;0;24;0;2;15;6.5;0
2014;40;5;0;0;11;0;1;5;6.5;0
2015;40;12;12;0;23;0;1;12;7.5;0
1998;90;52;0;0;30;0;2;52;8.5;4
1986;71;8;0;0;22;0;2;8;3.5;0
2019;40;52;0;0;3;0;7;52;7.5;4
2016;108;281;26;0;60;0;1;281;6.5;0
2023;85;87;5;0;47;0;5;87;6.5;12
1999;92;220;22;0;79;0;3;220;6.5;6
1996;43;24;0;0;94;0;1;24;7.5;0
2020;13;9;30;1;34;2;1;9;8.5;0
2001;13;5;0;0;1;1;1;5;9.5;0
1975;24;13;3;0;17;0;1;13;7.5;2
1979;79;368;17;0;30;1;8;368;5.5;23
2023;45;6;0;0;50;0;1;6;7.5;0
1929;18;42;4;0;16;0;1;42;6.5;5
1900;13;396;2;0;2;0;3;396;5.5;5
1964;92;16;0;0;25;0;2;16;6.5;0
1976;50;117;1;0;54;0;1;117;7.5;3
1971;32;142;1;0;6;0;6;142;6.5;2
1974;90;789;6;0;39;0;5;789;4.5;17
1994;110;76;1;0;197;0;4;76;6.5;1
2021;22;1625;10;4;252;0;1;1628;8.5;27
2007;74;7;0;0;36;0;1;7;9.5;0
1961;90;58;2;0;53;0;2;58;7.5;0
1975;55;20;1;0;1;0;1;20;7.5;0
2008;27;92;3;0;14;1;2;92;5.5;0
1964;86;30;2;0;52;0;1;30;4.5;2
2023;113;101;13;0;13;0;3;101;5.5;4
2022;110;9;1;0;63;0;1;9;7.5;1
1976;13;154;1;0;13;0;1;154;4.5;4
1931;13;35;0;0;16;0;1;35;6.5;2
2007;175;6;0;0;11;0;1;6;5.5;4
2023;40;56;15;0;68;0;1;56;9.5;0
1977;76;3994;121;1;70;0;19;3996;7.5;48
2018;29;31;5;0;52;0;3;31;7.5;1
1993;39;81;1;0;6;0;2;82;6.5;0
2016;41;307;1;0;188;0;1;307;7.5;1
1891;1;1853;9;0;5;0;5;1855;4.5;14
1998;25;20;1;0;19;0;1;20;8.5;0
1996;23;140;1;0;33;0;1;140;7.5;1
2012;53;10;0;0;1;0;1;10;3.5;0
1988;22;14;0;0;6;0;1;14;6.5;0
1985;30;9;1;0;45;0;1;9;8.5;0
2017;53;86;59;0;175;1;1;87;7.5;0
2022;82;330;4;0;98;0;5;330;4.5;27
1951;101;27;1;0;33;0;4;27;5.5;0
2022;92;20;1;0;29;0;1;20;5.5;0
2013;47;570;1;0;107;0;7;570;8.5;1
2016;30;10;2;0;13;0;2;10;6.5;0
1939;58;87;20;0;39;0;1;87;6.5;6
2008;90;13;0;0;33;0;1;13;7.5;0
1995;82;30;0;0;12;1;1;30;7.5;0
2016;130;7;35;0;31;0;1;7;8.5;0
2019;15;88;4;0;45;1;1;88;7.5;3
2005;130;65651;135;12;520;7;41;65662;6.5;322
1994;26;12;9;0;15;0;1;12;7.5;0
1996;30;6;0;0;26;0;1;6;9.5;0
2020;94;7889;126;1;168;0;27;7894;5.5;75
2009;21;11;1;0;138;0;1;11;5.5;0
2011;40;14;0;0;64;0;7;14;4.5;0
1994;88;21;3;0;46;0;1;21;3.5;0
1937;10;20;1;0;6;0;1;20;5.5;2
2017;97;390;15;1;48;0;10;390;4.5;15
1970;13;22;0;0;15;0;2;22;7.5;0
2012;64;31;4;0;34;0;1;31;8.5;0
1970;62;16;0;0;16;0;2;16;4.5;1
2015;71;27;2;0;5;0;1;27;6.5;1
1994;38;42;1;0;2;0;2;42;6.5;0
1990;90;21;3;0;36;0;1;21;5.5;1
1989;53;113;3;0;55;4;5;113;8.5;1
2024;59;27;1;0;113;0;1;27;6.5;0
1959;92;4522;44;0;49;0;26;4527;7.5;96
1987;30;15;1;0;417;0;1;15;6.5;1
2019;92;955;27;1;24;4;11;956;7.5;28
1933;89;412;7;0;47;0;6;412;6.5;29
1960;100;3236;45;0;57;1;23;3237;7.5;53
2011;40;11;1;0;23;0;3;11;6.5;0
2014;53;26;1;0;57;1;4;26;2.5;0
2017;96;3370;27;1;129;0;25;3391;4.5;67
2008;88;160;4;0;37;0;1;160;2.5;4
1980;48;537;28;0;40;0;1;537;5.5;26
1967;60;104;3;0;56;0;1;104;7.5;2
1897;13;26;0;0;2;0;1;26;4.5;0
1983;60;14;7;0;44;0;1;14;7.5;0
1997;30;42;2;0;33;0;2;42;8.5;1
1940;57;109;5;0;39;0;3;109;5.5;6
1985;40;42;1;0;37;0;1;42;6.5;0
1962;30;201;3;0;39;0;1;200;7.5;1
1939;93;9;1;0;38;0;2;9;6.5;2
2013;62;427;1;0;55;0;1;427;8.5;0
1999;90;17;0;0;27;0;1;17;6.5;0
1920;92;34;1;0;17;0;1;34;5.5;2
1960;6;63;1;0;10;0;1;63;6.5;0
2016;53;67;9;0;20;1;5;67;5.5;0
2021;23;1258;16;0;49;0;1;1260;9.5;3
1989;40;12;0;0;78;0;1;12;8.5;0
1998;24;52;1;0;61;0;1;52;7.5;0
2014;124;6639;15;29;194;16;18;6643;7.5;123
1979;6;32;1;0;10;0;1;32;5.5;2
1980;71;55;13;0;22;0;7;55;4.5;0
1974;90;184;28;0;57;0;7;185;6.5;5
1994;112;111;0;0;24;0;2;111;6.5;3
1980;95;122;19;0;32;0;13;122;4.5;12
1990;25;40;1;0;17;0;1;40;8.5;2
2007;21;737;13;0;40;0;1;740;7.5;2
2001;22;23;0;0;31;0;2;23;6.5;0
1952;30;11;0;0;24;0;1;11;7.5;1
1961;5;11;0;0;21;0;1;11;1.5;0
2006;13;7;3;0;25;0;1;7;5.5;0
1991;50;38;7;0;31;0;6;38;5.5;1
2022;132;1789;8;0;34;0;4;1789;4.5;22
1964;23;10;0;0;1;0;2;10;5.5;1
1984;82;22;1;0;80;0;1;22;5.5;0
2006;60;29;106;0;9;0;5;29;6.5;0
1928;200;23;1;0;19;0;1;23;5.5;0
2013;93;17;2;0;7;0;2;17;6.5;0
1937;92;540;17;0;59;0;3;540;6.5;18
1998;53;8;0;0;213;0;1;8;6.5;0
1944;89;564;52;0;111;0;9;564;6.5;16
2021;44;523;13;2;173;0;1;524;7.5;16
2016;28;14;0;0;67;0;7;14;5.5;0
1962;25;199;3;0;42;0;1;198;7.5;1
1996;60;56489;1461;11;828;74;40;56500;7.5;136
1985;92;20;0;0;11;0;1;20;6.5;1
2010;3;13;1;0;8;0;1;13;7.5;0
2016;75;7;1;0;9;0;1;7;7.5;0
2017;95;50;2;0;44;0;4;50;4.5;1
2004;13;26;0;0;16;0;1;26;8.5;11
2021;52;2220;7;0;55;0;1;2220;7.5;3
2018;92;26;2;0;59;2;3;26;5.5;0
1939;141;149;2;0;29;0;5;149;7.5;4
1989;30;68;1;0;50;0;1;68;8.5;0
1986;60;150;2;0;88;0;4;150;6.5;1
2019;92;70;15;1;103;2;2;70;5.5;1
2019;50;27;4;0;10;0;1;27;8.5;0
1990;1;16;0;0;1;0;1;16;5.5;0
2020;28;7;0;0;63;0;7;7;4.5;0
1949;7;1403;16;0;19;0;16;1403;7.5;8
2021;13;11;1;0;9;0;1;11;9.5;0
1991;30;12;0;0;5;0;1;12;6.5;0
1958;71;49;1;0;44;0;1;49;4.5;2
2012;15;41;0;0;4;0;1;41;6.5;0
1994;92;56;5;0;84;0;6;56;5.5;3
1994;120;82;3;0;77;0;2;82;8.5;1
2006;53;34;31;0;53;0;1;34;7.5;1
2002;16;8;1;1;19;0;1;8;8.5;0
2012;26;16;1;0;66;0;1;16;6.5;0
1999;71;593;2;0;58;0;1;593;8.5;9
2018;51;6;1;0;13;1;4;6;6.5;0
1957;92;6;1;0;19;0;1;6;6.5;0
1995;90;1229;20;1;121;0;12;1229;6.5;36
1951;103;259;2;0;28;0;4;259;6.5;3
2001;30;11;0;0;21;0;4;11;4.5;1
2018;41;25;0;0;49;0;1;25;7.5;0
2013;13;8;1;0;20;0;1;8;6.5;0
1949;92;15;1;0;38;1;1;15;6.5;0
1952;90;22;3;0;47;0;5;22;4.5;1
1987;240;392;2;0;72;0;5;392;5.5;3
2013;40;12;1;0;43;0;1;12;6.5;0
1969;25;32;1;0;32;0;1;32;7.5;0
1982;40;12;3;0;42;0;7;12;7.5;0
2005;11;283;1;0;60;0;1;283;7.5;0
2021;40;26;4;0;41;0;1;26;6.5;0
1954;10;123;1;0;8;1;1;124;6.5;3
1993;40;35;0;0;21;0;1;35;7.5;4
1942;108;35;3;0;38;0;1;35;7.5;1
1998;40;8;0;0;6;0;7;8;6.5;0
2019;87;1474;18;1;162;3;14;1479;5.5;45
2017;30;1808;60;1;355;2;27;1811;7.5;27
1994;25;29;0;0;22;0;1;29;7.5;1
1994;48;42;4;0;12;0;6;42;6.5;0
1948;74;34;6;0;66;0;2;34;6.5;1
2017;41;1146;16;0;211;0;1;1148;7.5;9
1981;40;8;1;0;58;1;1;8;8.5;0
2021;53;64;2;0;260;0;7;64;6.5;1
1999;90;169;5;0;65;3;7;169;5.5;3
1994;92;13;1;0;31;0;1;13;6.5;0
1946;72;251;6;0;93;0;6;251;6.5;11
2021;73;130;2;0;46;0;5;130;5.5;6
2012;13;42;1;0;7;0;1;42;5.5;1
2020;42;94;1;0;110;0;1;94;6.5;0
1994;100;493;9;0;30;0;2;493;7.5;8
1973;55;6;1;0;16;0;1;7;8.5;0
2015;60;16;3;0;41;0;1;16;8.5;0
2007;163;58;1;0;8;0;1;58;8.5;2
2011;81;35;1;1;20;0;1;35;8.5;1
2020;18;24;32;0;126;26;1;24;9.5;2
2004;40;154;1;0;74;0;1;154;7.5;1
2015;7;13;5;0;11;0;1;13;5.5;1
1995;92;18;1;0;40;0;2;18;7.5;1
1966;25;55;2;0;49;0;2;55;8.5;0
1996;100;20;0;0;17;0;1;20;7.5;0
2023;92;11;0;1;4;0;1;11;9.5;3
1964;6;7;0;0;23;0;1;7;5.5;0
2022;13;7;1;0;24;0;1;7;8.5;0
1934;20;28;0;0;11;0;1;28;6.5;0
2007;82;19;49;0;15;0;1;19;6.5;0
2012;1;11;0;0;6;0;1;11;8.5;0
1995;61;34;1;0;21;0;3;34;7.5;1
1993;50;26;3;0;9;0;6;26;6.5;1
2011;46;42;0;0;57;0;1;42;7.5;0
2006;99;159281;128;10;401;2;47;159308;6.5;787
2011;44;329;1;1;173;0;1;329;7.5;0
1965;26;45;2;0;37;0;1;45;7.5;0
1923;92;14;2;0;21;0;1;14;5.5;0
1942;13;17;0;0;25;0;1;17;5.5;2
1953;71;83;13;0;28;0;3;83;5.5;4
1966;30;81;1;0;48;0;1;81;8.5;2
2011;53;24;3;0;56;3;2;24;7.5;1
1976;40;17;0;0;43;0;7;17;8.5;0
2013;92;32;3;0;99;0;1;32;7.5;4
1994;40;23;0;0;39;0;1;24;7.5;0
1996;81;37;3;0;21;0;2;37;9.5;1
2005;13;20;1;1;21;0;1;20;6.5;10
2012;12;10;1;0;24;2;1;10;5.5;0
1896;13;17;0;0;4;0;1;17;3.5;0
1998;53;13;0;0;72;0;1;13;2.5;0
2019;71;34;1;0;6;0;1;34;8.5;0
2009;78;411;9;1;103;0;4;411;3.5;10
1998;28;500;8;0;13;2;1;500;8.5;15
2022;57;857;11;0;223;0;1;859;7.5;2
1974;52;28;3;0;124;0;2;28;7.5;2
1988;85;44;0;0;53;0;1;44;6.5;0
1976;88;25;2;0;46;0;1;25;7.5;0
1994;45;15;1;0;25;0;4;15;6.5;0
2009;11;6;0;0;1;0;1;6;5.5;0
1943;99;46;1;0;52;0;1;46;4.5;0
2011;6;18;5;0;36;1;1;18;5.5;0
2008;23;42;1;1;43;1;1;42;8.5;0
2016;16;650;10;0;49;2;1;650;7.5;5
1961;88;193;17;0;67;0;12;193;5.5;11
2009;113;47;5;0;17;1;7;47;7.5;1
2009;52;8;1;0;9;0;3;8;6.5;0
2018;53;11;1;0;17;0;1;11;5.5;0
1994;40;3531;1;0;149;0;1;3534;8.5;6
2013;13;8;1;0;53;1;1;8;6.5;0
1959;90;9;1;0;19;0;2;9;6.5;0
2005;28;16;1;0;16;0;1;16;5.5;0
2012;88;238221;166;11;420;5;42;238338;6.5;570
1982;60;88;2;0;51;0;1;89;7.5;0
1933;60;21;3;0;26;0;9;21;7.5;1
2023;40;14;9;0;42;0;1;14;8.5;0
1923;70;124;4;0;26;0;5;124;6.5;13
1973;92;293;3;1;59;0;6;293;4.5;25
1970;92;54;1;0;33;0;1;54;6.5;0
1962;80;1084;25;0;33;0;17;1084;6.5;18
2011;5;24;5;0;34;0;1;24;6.5;0
1981;45;14;0;0;1;0;1;14;2.5;0
1994;25;40;0;0;25;0;1;40;7.5;1
1937;84;77;6;0;32;0;4;77;6.5;7
1989;90;250;3;0;127;0;14;250;4.5;14
1944;138;6615;122;1;154;1;30;6616;7.5;90
2018;78;70;11;1;28;8;5;70;7.5;4
2020;25;293;6;0;52;0;1;293;7.5;2
2007;5;19;1;0;32;1;1;19;8.5;0
2004;81;9;0;0;10;0;1;9;6.5;0
1995;57;22;1;0;13;0;1;22;7.5;0
1979;112;163;6;0;59;0;5;163;6.5;6
1991;13;566;18;0;39;0;9;567;7.5;6
1993;24;278;5;0;64;0;1;278;7.5;0
1994;92;8;0;0;14;2;1;8;6.5;1
1989;215;36;1;0;24;0;2;36;5.5;0
2008;40;12;0;0;50;0;7;12;7.5;0
2019;13;13;1;0;8;1;1;13;5.5;0
2016;71;10;2;0;55;0;1;10;8.5;0
1965;30;308;21;0;35;0;1;308;8.5;6
1969;96;103;2;0;37;0;10;103;6.5;4
2012;13;14;1;0;61;0;1;14;7.5;1
1980;40;165;1;0;31;0;1;165;7.5;0
2023;15;13;6;0;51;0;1;13;6.5;0
1994;88;18;1;0;37;0;1;18;6.5;0
1973;40;6;0;0;10;0;1;6;6.5;0
1994;110;260;1;0;176;0;11;260;6.5;4
1995;28;21;2;0;68;0;3;21;6.5;2
1985;82;24;5;0;8;1;1;24;7.5;1
2012;98;49;1;0;21;0;1;49;7.5;5
1962;4;12;0;0;3;0;1;12;6.5;0
2013;24;32;62;0;83;0;1;32;8.5;0
2010;24;163;2;0;36;0;5;164;6.5;1
1965;65;24;0;0;24;0;1;24;9.5;0
2020;70;30;2;1;8;0;2;31;7.5;0
1959;30;17;0;0;30;0;1;17;7.5;0
1999;53;39;0;0;15;0;1;39;7.5;0
2013;90;13;3;0;21;3;3;13;7.5;0
1994;81;31;3;0;35;0;1;31;6.5;0
1999;77;148;1;0;81;0;6;148;3.5;5
2004;40;19;1;0;36;0;1;19;7.5;0
1975;90;17;0;0;33;0;1;17;8.5;1
1967;30;22;45;0;20;0;7;22;6.5;0
2014;24;11;0;0;31;0;1;11;6.5;0
1980;30;34;2;0;89;0;1;34;6.5;0
2012;81;39;1;0;14;0;1;40;6.5;0
2018;24;1510;36;0;183;16;17;1514;7.5;21
2005;95;2577;51;0;208;41;9;2578;7.5;46
1993;156;358;5;0;76;0;3;358;5.5;4
2021;129;60;1;0;21;0;1;60;6.5;3
2016;28;7;7;1;47;0;1;7;6.5;0
1990;345;103;5;0;117;0;3;103;6.5;1
2001;114;33;3;0;5;0;1;33;8.5;0
1991;28;101;2;0;3;0;2;101;7.5;0
2017;101;5335;27;13;260;3;12;5338;3.5;93
2003;43;1394;2;0;76;0;1;1396;7.5;4
1973;60;142;1;0;41;0;1;142;7.5;3
2024;106;2011;10;0;157;6;27;2109;7.5;59
2014;43;222;1;0;112;0;1;222;7.5;0
2021;50;166;9;0;50;2;6;166;7.5;1
2015;43;767;1;0;189;0;1;767;8.5;7
1996;96;39;5;0;49;1;2;39;6.5;1
2013;44;6;1;0;10;0;1;6;6.5;0
2002;23;30;9;0;38;0;1;30;8.5;0
1985;20;10;0;0;9;0;1;10;8.5;0
2003;53;12;0;0;53;0;1;12;7.5;1
2013;62;5726;37;0;18;7;20;5733;8.5;30
1939;85;10;2;0;28;0;4;10;5.5;0
1982;24;9;0;0;2;0;1;9;7.5;0
1951;30;32;1;0;109;0;3;32;4.5;1
2014;73;171;6;0;60;0;2;171;7.5;2
1965;53;18;2;0;58;0;2;18;7.5;0
2022;40;6;0;0;4;0;1;6;8.5;0
1929;8;24;8;0;6;0;1;24;6.5;3
1970;173;28;1;0;23;0;1;28;8.5;1
2009;13;11;1;1;8;0;1;11;8.5;0
2009;22;117;1;0;124;0;1;117;8.5;0
2018;103;19;52;0;14;0;1;19;9.5;3
1939;103;76;30;0;50;0;5;76;5.5;1
2008;21;181;4;0;58;0;1;181;7.5;0
2011;104;273;15;0;36;0;4;273;5.5;6
1992;43;179;20;0;50;0;1;179;6.5;3
1983;30;33;1;0;63;0;1;33;7.5;0
2021;3;33;1;0;7;0;1;33;9.5;27
2003;83;1376;28;1;169;0;22;1377;5.5;38
2019;24;851;97;0;83;2;13;854;6.5;11
1976;2;13;1;0;7;0;1;13;8.5;0
2013;94;115;1;6;41;3;4;115;6.5;10
1954;99;52;2;0;60;0;2;52;7.5;1
1990;81;21;1;0;34;0;5;21;6.5;0
1961;61;50;49;0;66;0;1;50;6.5;5
2016;95;30;1;0;16;1;5;30;6.5;5
1996;24;377;1;0;28;0;1;377;6.5;3
2009;10;33;1;0;10;0;1;33;6.5;2
2012;7;6;0;0;16;0;1;6;8.5;0
1959;96;16;1;0;52;0;1;16;5.5;0
2017;40;27;0;0;44;0;1;27;6.5;0
1999;81;172;2;0;92;0;2;172;5.5;9
1975;60;155;3;0;31;0;1;155;8.5;6
1999;103;410;6;0;220;2;10;410;6.5;6
2011;40;5;0;0;28;0;7;5;6.5;0
1991;88;48;1;0;19;0;1;48;7.5;2
1956;10;10;1;0;14;0;3;10;6.5;0
1977;92;192;4;0;1;0;3;192;6.5;1
2006;30;12;1;0;44;0;1;12;8.5;0
1983;40;10;23;0;39;0;7;10;7.5;0
1975;30;348;51;0;58;0;7;348;7.5;0
2022;92;52;2;1;38;0;1;52;7.5;0
1998;75;5000;38;1;155;1;23;5001;4.5;26
1993;7;25;0;0;8;0;1;25;6.5;0
2013;40;98;2;0;145;0;1;99;8.5;0
2020;90;32;26;0;89;8;3;32;5.5;9
1986;30;106;0;0;57;0;1;106;7.5;3
1994;91;98;1;0;39;0;1;98;7.5;0
1975;12;7;0;0;3;0;2;7;7.5;1
2019;53;788;247;0;254;0;15;788;5.5;7
2022;107;764;15;1;224;0;14;766;4.5;24
1997;44;10;0;0;4;0;1;10;7.5;0
1962;81;9;0;0;7;0;1;9;8.5;0
1958;89;31;1;0;55;0;3;31;5.5;0
1963;72;47;1;0;48;0;2;47;5.5;2
2019;23;9;0;0;48;0;7;9;7.5;0
2017;43;4872;100;0;267;0;1;4877;8.5;29
2014;92;23;2;0;122;0;1;23;7.5;3
2007;72;92;1;0;66;0;3;92;6.5;0
2008;27;11;1;1;10;0;1;11;8.5;1
1998;25;10;1;0;23;0;1;10;5.5;0
1930;92;45;0;0;27;0;3;45;5.5;4
2011;92;60;7;0;11;1;5;61;7.5;1
2014;75;14;7;2;36;3;2;14;8.5;0
2007;30;133;1;0;35;0;1;133;5.5;1
2017;26;21;3;0;12;0;1;21;7.5;0
2021;63;31;20;0;13;0;4;31;5.5;0
2009;3;146;1;0;13;0;2;146;6.5;3
2017;1;10;1;0;8;0;1;10;6.5;0
2012;100;38;1;0;13;0;4;38;6.5;6
2014;22;16;1;0;23;0;1;16;6.5;1
2019;40;140;53;0;81;0;1;140;7.5;2
1960;30;36;0;0;37;0;1;36;7.5;0
1970;144;37839;83;2;299;7;30;37843;7.5;321
2002;40;11;0;0;69;0;1;11;8.5;0
1982;40;50;1;0;33;0;1;51;8.5;2
1969;31;22;1;0;36;0;1;22;7.5;0
2022;55;1546;2;0;119;0;7;1546;5.5;8
2007;43;49;2;0;140;0;1;49;8.5;1
1933;92;19;1;0;26;0;2;19;3.5;0
2020;25;6;0;0;38;0;1;6;7.5;0
1982;92;96;0;0;1;0;1;96;5.5;0
1998;21;160;1;0;88;0;1;160;7.5;2
2012;13;19;1;0;10;0;1;19;6.5;0
2002;116;21215;105;10;265;7;33;21220;6.5;275
1999;3;99;1;0;12;0;1;99;6.5;7
1988;75;19;1;0;25;0;1;19;4.5;0
1974;60;80;1;0;39;0;1;80;7.5;2
2021;13;15;6;0;19;5;2;15;6.5;3
2014;40;21;1;0;46;0;7;21;7.5;0
1970;80;21;3;0;29;0;1;21;6.5;2
1992;123;66584;76;2;379;11;45;66593;7.5;231
2020;44;99;1;0;56;0;1;99;7.5;0
2019;40;449;5;0;286;0;1;449;7.5;0
1972;60;23;0;0;28;0;1;23;7.5;0
2023;40;28;4;0;64;0;1;28;9.5;0
1963;75;98;1;1;48;0;1;98;7.5;5
2011;62;51;1;0;21;0;4;52;5.5;3
2021;28;104;5;1;137;0;1;104;8.5;2
1998;40;26;1;0;80;0;1;26;7.5;0
2015;13;8;1;0;40;2;1;8;9.5;0
1980;78;885;37;0;84;0;11;885;2.5;60
1967;40;109;4;0;54;0;1;109;7.5;2
2001;21;18;0;0;13;0;1;18;5.5;0
1959;96;216;10;0;68;1;17;216;5.5;11
1997;45;8;1;0;11;0;2;8;5.5;0
1977;40;166;1;0;61;0;1;166;8.5;7
1998;40;26;12;0;29;0;1;26;7.5;0
1998;180;18;0;0;62;0;1;18;6.5;1
1975;92;3329;20;1;57;0;15;3342;6.5;129
2020;58;312;36;0;55;0;1;312;7.5;0
2021;43;10296;322;2;1045;3;36;10312;6.5;357
1985;60;46;1;0;9;0;1;46;6.5;5
1990;89;1811;33;0;104;0;16;1812;4.5;51
2016;53;8;3;0;11;0;3;8;7.5;0
